TARGET_B,ID,TARGET_D,GiftCnt36,GiftCntAll,GiftCntCard36,GiftCntCardAll,GiftAvgLast,GiftAvg36,GiftAvgAll,GiftAvgCard36,GiftTimeLast,GiftTimeFirst,PromCnt12,PromCnt36,PromCntAll,PromCntCard12,PromCntCard36,PromCntCardAll,StatusCat96NK,StatusCatStarAll,DemCluster,DemAge,DemGender,DemHomeOwner,DemMedHomeValue,DemPctVeterans,DemMedIncome
0,106846,,1,1,1,1,20,20,20,20,24,24,7,17,15,3,7,6,N,0,35,,F,H,90100 ,35,58776 
1,106850,23,4,4,0,0,15,15,15,,18,32,13,30,29,6,6,12,S,1,35,34,F,H,90100 ,35,58776 
0,106867,,3,3,2,2,17,19,19,20,18,24,14,25,24,6,11,9,N,0,13,74,M,H,128900 ,46,65688 
1,106898,5,3,19,2,13,10,11.33,6.63,12,18,127,13,31,75,6,14,30,S,1,17,59,F,U,67200 ,22,0 
1,106896,5,3,18,0,8,10,8.67,6.25,,18,126,12,32,72,5,5,29,A,1,17,73,F,U,64300 ,29,57358 
0,106895,,4,19,4,15,10,8.75,6.89,8.75,23,126,13,33,75,6,16,31,S,1,16,,M,U,50600 ,32,0 
1,13727,30,3,13,2,5,33,23.33,20.46,22.5,7,52,29,50,63,7,18,21,A,1,34,39,F,U,67500 ,33,57358 
1,129766,20,2,7,1,4,19,18,15.29,19,21,56,12,32,49,6,16,21,S,1,18,45,M,H,96000 ,24,85577 
0,106917,,3,3,3,3,15,10.33,10.33,10.33,16,33,14,30,27,6,13,11,A,0,22,43,F,H,69200 ,15,56639 
0,5365,,4,23,0,7,9,10,6.35,,13,97,35,56,113,7,7,27,A,1,1,77,F,U,42500 ,22,54914 
1,92058,15,2,2,1,1,20,15,15,10,15,22,12,20,18,5,8,7,N,0,12,,F,U,101000 ,18,0 
1,106963,15,2,7,1,4,15,15,10.86,15,25,84,5,19,47,3,10,19,A,0,17,36,M,H,58100 ,31,65080 
1,186482,15,3,12,1,7,11,10.33,7.83,10,8,105,17,33,62,6,13,26,A,1,18,46,M,H,67000 ,42,62047 
0,106998,,1,16,1,8,11,11,7.28,11,17,127,14,32,72,5,13,30,A,0,11,60,U,H,87300 ,26,66212 
1,107040,10,4,13,3,6,10,10,7.08,10,18,122,15,35,63,6,16,26,A,1,26,70,M,U,61300 ,41,75582 
1,107039,10,1,17,1,10,15,15,8.53,15,21,129,12,31,78,6,15,30,A,1,14,82,M,H,297100 ,23,75582 
0,107057,,1,7,0,2,15,15,10.71,,20,81,13,32,55,6,6,21,A,0,12,,F,H,96100 ,34,75582 
0,107032,,2,9,0,3,70,65,35.22,,18,92,13,35,70,6,6,27,A,1,14,47,M,H,189800 ,28,75582 
1,107052,10,4,11,3,6,6,7.5,7.09,6.67,16,52,14,34,47,6,17,19,S,1,18,35,U,H,70000 ,28,67801 
0,107070,,3,7,0,2,16,14.67,9.71,,18,53,13,34,44,6,6,18,A,0,42,53,M,H,35900 ,36,46678 
0,107137,,1,5,1,4,15,15,11.2,15,18,75,10,29,53,4,13,19,A,0,36,71,M,H,48600 ,24,43433 
0,107188,,4,21,2,14,100,32.5,14.29,10,18,124,16,36,80,6,16,29,S,1,36,,F,U,43900 ,25,0 
1,107298,43,2,10,1,3,33,87.5,38,75,17,75,15,37,61,6,17,24,A,0,18,53,F,U,0 ,24,0 
1,107195,10,1,1,1,1,15,15,15,15,16,16,11,16,13,4,6,5,F,0,27,49,F,U,48000 ,32,46756 
1,107235,11,3,14,3,6,12,10,7.21,10,16,81,13,34,60,6,16,23,A,1,13,67,M,H,134400 ,37,59090 
1,107264,20,2,2,0,0,16,13,13,,20,30,10,24,21,4,4,9,A,0,24,45,M,H,61200 ,45,52446 
1,107279,4,4,6,2,3,6,4.75,4,5.5,17,41,12,30,30,6,13,12,A,0,12,50,F,H,82500 ,33,73289 
0,86097,,1,1,0,0,15,15,15,,16,16,12,17,14,4,4,5,F,0,53,,F,U,65400 ,25,0 
1,107321,20,3,26,2,14,20,11.67,3.27,7.5,16,125,13,34,75,6,16,31,A,1,39,45,M,H,49000 ,25,48707 
0,107328,,1,1,1,1,30,30,30,30,17,17,12,17,15,5,7,6,F,0,46,,M,U,31700 ,26,37148 
0,107344,,1,1,1,1,15,15,15,15,18,18,10,14,13,4,6,5,F,0,45,,F,U,38900 ,25,0 
1,107379,5,11,29,7,15,5,5.64,5.21,5.43,16,122,14,36,75,6,17,32,A,1,38,,F,U,49300 ,27,0 
0,107408,,2,15,2,13,10,10,4.67,10,17,125,12,27,66,5,11,25,S,1,45,,M,U,34300 ,25,0 
1,107413,14,2,14,2,6,10,14,9.43,14,18,103,14,36,66,6,17,27,A,0,43,,F,U,39600 ,28,58281 
0,107427,,2,14,1,7,16,13,10,10,15,92,13,31,68,5,13,24,A,1,45,35,F,U,43600 ,31,40333 
0,107431,,1,1,1,1,15,15,15,15,23,23,8,15,13,3,6,5,N,0,53,26,F,H,32800 ,29,44535 
1,191547,15,2,20,1,9,28,26.5,21.85,25,18,101,16,35,87,7,17,30,A,1,0,80,F,U,31800 ,25,42358 
1,10399,10,3,6,3,3,10,10,10,10,17,26,29,39,49,6,11,9,N,1,45,,F,U,27500 ,28,38060 
0,107486,,4,15,2,12,10,10.5,9.33,11,19,126,8,20,55,4,9,23,S,1,30,75,M,H,37300 ,28,41570 
0,107472,,1,1,1,1,20,20,20,20,23,23,8,18,16,3,7,6,N,0,30,68,F,H,33800 ,31,41570 
0,107492,,1,1,1,1,15,15,15,15,20,20,8,15,13,3,6,5,F,0,31,76,M,U,39200 ,44,46608 
0,107523,,4,4,3,3,25,20.75,20.75,19.33,18,28,14,27,26,6,13,11,A,1,45,,F,U,37800 ,32,0 
0,107593,,6,20,2,6,2,4.5,3.4,4.5,15,75,11,26,51,6,16,23,S,1,53,,F,U,24000 ,28,32257 
0,107537,,1,5,0,2,25,25,13,,18,57,13,32,44,6,6,18,A,1,45,,M,U,34200 ,33,39034 
1,107569,50,1,9,0,6,20,20,36.11,,26,93,6,15,44,4,4,18,A,1,49,51,M,H,44300 ,28,43932 
0,186706,,2,5,0,1,15,15,14,,8,40,17,39,40,7,7,17,A,0,49,69,M,U,38900 ,31,44397 
1,107618,2,4,18,1,11,5,4.25,2.36,5,18,103,10,21,54,5,9,24,S,1,53,79,F,U,15100 ,32,40469 
1,107644,7,2,16,1,9,10,7.5,6.19,5,15,123,12,30,71,5,13,30,S,1,46,76,M,U,42200 ,29,45486 
0,107651,,3,10,2,5,20,21.67,20.1,22.5,15,95,13,35,63,6,17,26,A,0,45,,F,U,42800 ,26,45924 
1,107658,10,5,14,3,7,3,9,6.93,8.33,15,78,14,36,55,6,17,23,A,1,45,,F,U,23200 ,28,36500 
0,8855,,2,28,2,11,20,19,9.39,19,6,123,32,50,118,9,17,33,A,1,0,,F,U,30100 ,0,35500 
0,107692,,3,12,1,7,16,14.67,10.08,15,18,119,13,34,64,6,16,29,A,1,49,,M,U,27200 ,25,37083 
0,107698,,3,4,1,1,25,18.33,16.25,25,15,20,8,15,13,3,6,5,N,0,45,,F,H,38000 ,31,33466 
1,107727,7,12,43,5,19,5,5,5.28,5,15,130,11,33,83,5,16,32,S,1,36,57,F,H,44100 ,35,45504 
0,107718,,7,18,5,9,5,4.86,3.44,4.8,16,76,13,34,52,6,17,22,S,1,41,71,F,H,33800 ,34,45504 
0,107709,,2,3,0,0,30,30,28.33,,26,41,12,34,35,5,5,15,A,0,40,,M,U,44100 ,35,45504 
1,189426,11,2,7,2,6,15,13.5,8.43,13.5,17,93,13,32,55,6,15,22,A,0,36,49,M,U,44100 ,35,45504 
1,107787,5,6,22,3,11,6,6,4.27,5.67,15,130,10,18,43,3,7,18,S,1,46,77,F,U,46700 ,34,41940 
1,107693,10,7,26,5,14,10,8.14,7.35,8.2,17,102,14,33,68,6,16,28,S,1,49,53,F,H,25900 ,25,41912 
0,107816,,3,8,2,4,15,11.33,8.38,12.5,21,88,13,32,51,6,15,20,A,0,45,,F,U,28400 ,29,37898 
0,107815,,2,5,1,2,15,15,10.4,15,21,56,6,25,36,3,11,15,A,0,45,,M,U,28400 ,29,37898 
0,107813,,2,2,1,1,15,9,9,3,18,33,10,19,17,4,7,6,A,0,45,45,F,U,28400 ,29,0 
0,107844,,7,28,5,20,6,7.14,7,7.8,19,128,12,31,77,6,17,34,S,1,51,,F,U,32900 ,33,0 
0,108923,,1,1,1,1,25,25,25,25,23,23,10,17,15,4,7,6,N,0,39,35,F,H,81000 ,28,49059 
0,107894,,3,12,3,7,10,6.67,5.25,6.67,18,111,12,32,61,6,15,27,A,0,5,79,F,U,72800 ,40,0 
1,108447,10,3,12,2,6,10,10,6.25,10,16,90,14,35,44,6,16,19,A,0,16,,F,H,76400 ,31,51909 
0,107944,,3,17,2,12,10,10,9.29,10,16,122,14,34,72,6,15,30,S,1,2,74,F,H,119900 ,31,51909 
0,107938,,1,13,1,5,15,15,9.23,15,16,110,7,19,38,2,7,13,A,1,8,42,U,H,60400 ,36,51909 
0,53269,,5,23,4,17,9,7.4,5.39,7.5,16,119,14,35,76,6,16,31,S,1,3,80,F,H,66200 ,43,51909 
0,108014,,5,6,3,4,9,9.8,9,10,16,40,14,32,36,6,15,14,A,1,49,35,F,U,87900 ,19,38320 
1,108029,5,2,16,1,4,7,7,4.88,7,18,69,13,30,52,5,12,19,S,1,18,48,M,H,72900 ,24,43804 
1,108050,16,2,15,0,10,15,12.5,5.2,,19,130,12,25,63,5,5,25,S,1,34,83,F,H,108900 ,27,62457 
1,108115,100,4,22,4,13,24,24.25,13.27,24.25,23,123,13,33,79,6,17,33,A,1,12,62,M,H,80100 ,29,41024 
0,108397,,9,24,6,14,12,10.89,8.46,11.33,21,74,13,34,58,6,17,24,S,1,30,29,F,H,66300 ,37,29212 
1,108158,5,6,20,3,10,6,4.17,3.95,3.67,18,113,13,32,68,6,15,28,S,1,18,63,F,H,56500 ,27,52001 
1,108150,20,2,5,1,2,20,20,15.2,20,18,67,13,31,49,6,14,19,A,0,12,34,F,H,96000 ,34,52001 
1,108176,10,6,30,5,20,10,9.83,7.87,10,19,130,13,34,79,6,17,32,S,1,35,41,M,H,106000 ,35,48462 
0,108181,,5,8,4,6,11,9.4,8.75,9.25,16,52,14,35,43,6,16,18,A,1,35,37,M,H,74000 ,24,60320 
0,108178,,4,5,3,3,20,12.5,12,13.33,19,35,13,30,31,6,14,12,A,0,40,,F,U,75200 ,32,60320 
0,108197,,7,7,3,3,5,5.29,5.29,5,15,36,14,34,32,6,16,14,A,1,18,31,M,U,49700 ,36,42252 
1,108215,10,2,22,2,10,10,8.5,5.95,8.5,21,130,6,18,43,2,7,14,A,0,18,46,M,H,72400 ,26,42252 
0,108248,,1,15,0,5,13,13,6.4,,25,122,10,25,63,4,4,26,A,1,41,48,F,H,48500 ,19,38625 
0,108268,,2,14,0,6,10,11,9.86,,18,122,11,28,67,4,4,27,A,1,30,73,M,H,46700 ,35,31738 
1,108420,13,5,11,3,6,20,9.2,8.91,7.33,18,54,13,35,44,6,17,19,A,1,25,64,F,H,65000 ,27,25673 
0,108274,,1,1,1,1,20,20,20,20,17,17,10,15,13,4,6,5,F,0,10,35,F,U,43300 ,45,25673 
1,108316,24,3,8,1,2,24,22,18.5,20,18,77,13,35,56,6,17,23,A,1,1,58,M,U,190300 ,20,21711 
0,108326,,4,7,1,3,12,10.5,8.14,10,18,44,12,32,35,6,15,15,A,0,8,50,F,U,52500 ,47,0 
1,108381,20,4,9,3,6,15,18,15.67,17.33,21,76,13,29,53,6,14,20,S,1,7,,M,U,63800 ,16,0 
1,108371,20,4,6,3,3,25,23.75,24.17,23.33,18,33,14,32,32,6,15,13,A,1,7,83,F,U,71700 ,22,23826 
0,108453,,4,8,3,4,16,16.5,12,16.67,15,77,14,33,51,6,15,20,A,1,16,34,M,U,73000 ,31,0 
1,4917,15,3,19,1,8,15,13.67,9.79,14,18,112,7,21,57,4,11,20,S,1,12,58,F,U,80100 ,28,0 
0,108487,,5,21,2,12,12,10.8,9.62,11,18,106,13,34,78,6,17,33,S,1,2,80,M,H,103600 ,31,67095 
0,108503,,4,24,1,11,15,13.75,11.67,10,18,125,13,35,78,6,17,32,A,1,8,40,U,U,59400 ,19,0 
0,108583,,1,5,0,2,21,21,13.4,,20,77,13,27,50,6,6,21,A,0,30,49,U,H,72900 ,16,54729 
0,108573,,1,1,0,0,20,20,20,,19,19,10,14,12,4,4,4,F,0,32,43,F,U,52800 ,19,54729 
0,108364,,1,1,1,1,25,25,25,25,16,16,12,17,14,5,7,6,F,0,9,42,F,U,0 ,34,0 
0,108614,,2,2,1,1,15,11,11,15,18,28,10,22,21,4,9,8,A,0,36,75,F,H,48900 ,31,41493 
1,108635,5,2,4,0,2,15,13,8.5,,19,52,11,27,35,5,5,14,A,0,34,54,M,H,73000 ,16,40297 
0,108650,,1,1,1,1,20,20,20,20,17,17,10,15,13,4,6,5,F,0,41,,F,U,49400 ,14,0 
0,108705,,2,6,1,4,20,20,15.17,20,17,93,11,28,58,4,11,22,A,0,40,67,M,H,65400 ,28,34935 
0,108711,,7,15,3,7,8,6.71,6.2,6.33,17,65,14,35,53,6,16,21,S,1,50,68,F,U,51400 ,18,31820 
1,12822,5,6,27,3,10,8,7.67,6.67,9.33,17,68,23,44,76,6,17,24,S,1,39,87,F,U,54400 ,33,35188 
1,108724,12,4,13,2,9,10,10,6.85,10,18,128,13,31,70,6,15,29,A,1,39,57,M,U,56500 ,23,0 
1,108781,24,1,4,1,2,15,21,15.25,21,18,53,13,32,38,6,14,16,A,0,34,71,F,H,70300 ,42,56894 
1,108820,5,6,6,5,5,5,4.83,4.83,4.8,16,36,12,29,29,6,14,12,A,1,43,74,M,U,46500 ,29,35311 
1,108760,22,4,10,4,8,21,21.5,15,21.5,20,73,14,34,58,6,16,21,S,1,50,,F,U,56400 ,24,0 
1,108819,4,4,6,2,2,4,4.75,4.33,5.5,15,29,13,26,24,6,12,10,A,1,51,,F,U,45600 ,28,0 
0,5261,,10,25,8,13,10,11.1,9.48,11.38,20,53,19,37,65,6,17,20,S,1,50,32,M,H,36400 ,26,33431 
0,108836,,5,13,4,9,10,9,8.31,9,17,130,8,22,65,4,11,26,S,1,43,82,F,U,68600 ,41,44559 
1,107895,3,7,42,3,17,5,3.57,3.19,3,15,113,11,30,74,4,14,29,S,1,8,50,M,U,64600 ,17,72670 
0,185384,,1,2,1,1,5,15,10,15,13,15,12,14,14,2,3,3,E,0,43,73,M,H,56200 ,32,36736 
0,189188,,3,4,2,3,8,8.67,8.5,8,16,24,4,9,9,2,5,5,E,0,27,,F,U,52600 ,30,0 
0,6755,,2,8,0,4,15,15,13.75,,18,102,12,31,62,4,4,26,A,0,0,,M,H,115900 ,0,51822 
1,108905,20,6,19,2,8,20,16.17,12.53,13.5,18,75,13,35,61,6,17,24,A,1,24,,F,U,70800 ,43,0 
0,108883,,1,1,1,1,15,15,15,15,15,15,8,12,11,3,5,5,F,0,24,44,F,H,76300 ,30,51822 
1,108919,15,6,8,4,6,12,10.67,9.5,10.5,19,56,12,31,42,6,15,17,A,1,27,,F,U,62900 ,29,0 
1,108926,20,1,2,1,1,20,20,15,20,23,29,10,23,22,4,9,8,A,0,38,71,M,H,61100 ,24,45034 
0,108438,,1,1,1,1,30,30,30,30,16,16,12,17,14,5,7,6,F,0,15,45,M,H,88500 ,44,60671 
1,108976,25,2,16,1,8,25,25,13.75,25,21,121,13,32,77,6,16,32,A,1,0,59,M,H,173000 ,0,85605 
0,121652,,4,5,1,2,10,10,9,10,19,45,12,29,34,6,13,13,A,1,24,32,F,H,157600 ,18,85605 
1,108983,17,2,8,1,6,17,16,12,17,17,104,13,33,65,6,16,28,A,0,27,72,M,H,53500 ,31,26080 
1,108989,15,5,7,2,2,15,15,15,15,18,33,14,33,33,6,15,13,A,0,24,40,F,U,138100 ,35,0 
0,109005,,1,1,1,1,15,15,15,15,24,24,7,17,15,3,7,6,N,0,31,61,F,H,33100 ,28,47743 
0,109090,,5,8,4,5,13,9,7.5,8.75,18,41,13,31,34,6,16,15,S,1,39,,M,U,58100 ,23,0 
0,109070,,2,28,1,16,12,11,6.36,12,20,127,12,33,88,5,15,34,A,1,36,86,F,H,55800 ,19,34435 
0,109083,,5,5,4,4,9,8.8,8.8,8.25,22,33,12,30,29,6,15,13,A,0,39,45,F,H,61600 ,21,35736 
0,109084,,2,3,2,3,25,22.5,18.33,22.5,17,41,13,31,34,6,15,14,A,0,41,38,M,H,40300 ,13,35736 
1,109099,6,5,7,4,5,7,7.4,6.43,7.75,18,41,12,29,30,6,15,14,A,1,40,40,F,H,71900 ,27,37931 
0,109137,,2,2,2,2,15,12.5,12.5,12.5,24,29,9,22,21,4,10,9,A,0,36,59,F,H,37200 ,25,31427 
0,117959,,1,5,0,1,20,20,11.2,,25,84,11,30,52,6,6,22,A,0,43,,U,U,46300 ,31,0 
0,109354,,3,3,1,1,20,15.33,15.33,16,18,28,12,26,24,6,13,11,A,0,44,,F,U,49800 ,28,0 
0,109176,,3,4,2,2,10,6.67,6.25,5,15,29,12,24,24,5,10,9,A,1,49,,F,U,47100 ,22,0 
1,109179,14,2,11,0,6,14,14,10.18,,15,113,12,30,66,5,5,25,A,1,43,55,M,H,56300 ,21,45781 
0,109203,,1,1,0,0,25,25,25,,15,15,10,14,12,5,5,6,F,0,36,67,F,H,43500 ,24,27347 
0,109208,,2,2,1,1,15,12.5,12.5,10,17,27,11,25,22,5,12,10,N,0,40,70,M,U,66600 ,29,27347 
0,50188,,1,1,0,0,20,20,20,,20,20,10,16,15,4,4,5,F,0,27,28,F,U,28800 ,35,27347 
0,109225,,3,26,1,15,13,12.33,8.81,13,19,125,13,34,77,6,16,32,S,1,51,52,F,H,38800 ,26,31467 
1,109240,7,7,28,4,17,5,5.71,6.32,5.25,15,105,12,32,76,5,15,28,S,1,41,60,M,H,44500 ,17,36038 
0,109235,,3,4,0,0,12,13,12.25,,15,40,13,32,34,5,5,13,A,0,39,,F,U,58800 ,10,36038 
0,109246,,1,4,0,2,15,15,11,,19,62,10,27,43,4,4,15,A,0,27,39,F,U,56800 ,29,36957 
1,109287,5,5,11,4,6,5,5,4.36,4.75,18,85,7,22,33,4,11,14,A,1,32,,F,U,39300 ,26,0 
0,109281,,1,5,0,1,19,19,10.2,,20,63,13,31,48,6,6,18,A,0,27,81,M,H,45500 ,29,29463 
0,109330,,1,4,0,3,15,15,9.5,,26,81,9,20,44,4,4,15,A,1,24,63,M,H,77500 ,39,60209 
0,109356,,3,3,1,1,15,13.67,13.67,15,20,32,13,30,29,6,14,12,A,0,42,,M,U,81100 ,25,0 
0,109353,,2,2,2,2,15,12.5,12.5,12.5,17,31,10,23,21,4,10,9,A,0,42,,M,U,81100 ,25,0 
0,110988,,0,4,0,1,25,0,15,,18,52,14,14,42,6,6,17,A,0,50,,U,H,49300 ,26,39818 
1,109451,25,6,36,3,17,25,12.5,7.25,10,18,126,16,35,86,8,17,37,S,1,44,39,F,H,60800 ,21,45823 
1,109449,12,2,17,1,8,12,14,11,16,26,124,10,30,75,4,14,31,A,1,39,75,F,H,45600 ,36,45823 
1,109429,20,1,1,1,1,16,16,16,16,17,17,10,15,13,4,6,5,F,0,40,,U,H,58900 ,40,45823 
1,109450,11,3,22,2,14,11,11,7.55,11,22,129,11,31,82,5,14,33,A,1,39,72,F,H,59000 ,30,49981 
0,109462,,1,1,0,0,15,15,15,,15,15,7,9,9,2,2,3,E,0,39,84,M,H,58700 ,30,42209 
1,5404,10,1,13,0,11,20,20,17.54,,18,122,12,30,76,6,6,32,A,1,39,61,U,U,58700 ,30,42209 
1,109520,15,1,2,0,0,15,15,9,,18,31,10,16,14,4,4,4,A,0,39,52,M,H,68700 ,22,49741 
1,109514,6,5,6,3,3,6,6,5.67,6.33,19,32,13,29,29,6,14,12,A,0,39,61,M,U,0 ,8,0 
1,109470,10,1,1,1,1,18,18,18,18,17,17,10,15,13,4,6,5,F,0,47,47,F,H,60400 ,21,0 
0,109480,,5,18,1,6,31,26.6,16.33,19,18,123,14,36,74,6,17,31,A,1,43,67,M,H,49400 ,21,39792 
0,109492,,8,25,5,11,5,4.13,3.84,4.4,22,89,13,34,62,6,17,26,S,1,41,77,M,H,47100 ,21,44242 
0,5949,,2,8,2,7,16,15,12.63,15,18,101,14,30,75,4,10,22,A,1,39,71,F,U,50700 ,42,44242 
1,109536,7,3,24,1,13,6,6.67,7.29,6,17,130,7,17,57,3,7,24,S,1,39,63,M,H,55000 ,39,46146 
1,109539,20,2,15,0,11,20,18.5,13.73,,21,129,12,32,75,6,6,33,A,1,36,44,F,H,59900 ,37,46146 
1,109533,25,2,16,1,10,25,25,7.5,25,20,104,13,29,60,6,13,24,S,1,39,65,M,H,57600 ,35,46146 
1,109646,10,12,36,6,13,10,10.75,9.47,11.33,18,69,14,35,62,6,17,23,S,1,41,45,M,U,65700 ,35,0 
0,109559,,4,4,1,1,15,11.75,11.75,10,17,32,14,28,28,6,12,10,A,0,39,,M,H,61100 ,27,49636 
1,109583,5,5,19,3,10,2,4.4,4,4,17,125,14,31,72,6,14,29,S,1,39,52,F,H,58200 ,28,57199 
0,109576,,1,2,1,1,20,10,15,10,18,23,13,22,19,6,10,8,N,0,40,,U,U,58200 ,28,0 
0,109662,,3,13,1,6,15,15,11.54,15,18,111,13,35,70,6,17,29,A,1,39,72,M,H,62100 ,27,41006 
0,109675,,1,4,1,2,15,15,9.5,15,19,55,11,28,37,5,12,14,A,0,50,67,M,U,65000 ,23,0 
0,109680,,6,31,4,17,11,10,7.62,10.25,18,130,14,34,86,5,16,33,S,1,49,73,F,H,59600 ,23,50000 
1,109683,30,3,5,2,3,25,9.33,12.6,9,18,45,13,33,37,6,15,15,A,0,39,59,F,U,64700 ,24,42281 
1,109710,5,4,33,3,18,7,6.5,6.18,7,17,126,13,31,80,6,15,32,S,1,35,55,M,H,82500 ,35,53099 
0,109759,,1,27,1,14,12,10,3.56,10,24,125,10,23,73,5,10,27,A,1,26,51,F,H,67100 ,31,38525 
0,109751,,5,16,4,10,10,10,9,10,21,80,13,34,65,6,17,25,S,1,24,49,U,U,114700 ,44,38525 
0,109771,,2,16,0,7,10,10,7,,18,124,11,28,69,4,4,27,A,1,11,81,F,H,70800 ,35,24152 
1,109778,10,5,6,3,4,10,10,8.83,10,16,40,11,29,32,5,13,13,A,0,24,79,M,H,94400 ,12,73092 
1,109196,10,7,31,4,16,6,6.43,5.94,6.25,23,129,12,32,73,5,15,28,S,1,40,,F,U,52100 ,23,0 
0,109758,,1,18,0,7,25,25,19.17,,26,110,11,32,73,5,5,29,A,1,25,87,F,H,80700 ,25,62492 
0,109829,,1,9,1,6,25,25,10.44,25,21,117,12,27,65,6,13,26,A,0,12,77,F,H,68800 ,19,69393 
1,109848,21,1,7,0,4,17,17,12.14,,26,112,9,26,62,4,4,25,A,0,18,50,U,H,50000 ,27,29743 
1,109858,15,3,10,1,5,15,13.67,9.7,15,24,88,11,33,60,6,17,26,A,1,13,42,F,H,77200 ,45,45313 
1,29010,24,1,1,1,1,18,18,18,18,16,16,11,16,13,4,6,5,F,0,45,47,M,U,77500 ,30,55191 
1,11991,25,3,8,2,3,25,18.33,17,22.5,21,43,27,48,63,6,16,15,A,0,31,,M,U,0 ,0,0 
0,109950,,4,4,1,1,5,8.25,8.25,8,15,32,11,27,26,4,11,10,S,1,32,,M,U,0 ,12,0 
1,109961,20,3,3,1,1,20,10,10,5,18,29,12,25,22,6,12,10,A,0,50,48,F,U,30400 ,24,0 
0,109984,,1,7,0,2,18,18,10.71,,18,68,14,32,50,6,6,19,A,1,47,64,M,U,56500 ,23,40000 
0,109986,,3,5,2,2,10,10.67,9,11,19,24,15,25,25,6,11,9,N,0,50,57,M,H,37700 ,31,40192 
1,109996,19,2,5,1,2,19,18,15.4,17,18,76,11,28,48,4,11,17,A,0,42,27,F,H,79100 ,30,47985 
0,110068,,6,15,4,11,16,14.67,11.13,15,18,122,14,32,70,6,15,29,S,1,36,64,M,U,38000 ,33,35000 
1,110094,18,2,5,2,3,15,12.5,10,12.5,16,105,13,31,45,6,13,18,A,0,33,44,F,H,42100 ,27,21667 
0,110151,,2,12,0,6,13,14.5,10.67,,19,101,14,35,69,5,5,26,A,1,11,85,M,H,34200 ,30,42522 
0,11618,,1,15,1,9,18,18,10.87,18,24,125,30,50,95,6,15,27,S,1,44,46,M,U,71000 ,30,35501 
0,110289,,2,2,0,0,15,12.5,12.5,,15,26,11,23,20,4,4,8,N,0,32,47,F,U,32800 ,25,24926 
0,110236,,5,10,3,5,10,10.4,8.2,10.67,21,69,13,31,52,6,15,19,A,1,42,41,M,H,84700 ,37,46038 
0,110281,,3,12,2,7,16,15.33,9,15,17,102,13,33,65,6,15,26,A,1,12,52,F,H,73000 ,46,52207 
1,110291,12,3,8,3,8,14,13.26,9.47,13.26,21,93,13,31,57,6,15,23,S,1,31,,M,U,0 ,0,0 
0,110292,,1,6,0,4,20,20,12,,20,130,11,24,60,4,4,26,A,0,31,57,F,H,0 ,0,0 
1,110308,15,3,4,0,1,10,9,8,,18,41,12,31,31,6,6,13,A,0,24,60,F,H,138400 ,44,52166 
0,110326,,2,2,0,0,40,32.5,32.5,,19,28,15,29,26,6,6,11,A,0,32,,F,U,33900 ,24,0 
0,110368,,2,4,2,2,10,8,8,8,18,28,13,26,25,6,12,10,A,0,36,45,M,H,35600 ,23,31938 
1,110425,20,1,3,0,1,20,20,13.33,,25,39,12,33,34,6,6,15,A,0,50,45,F,H,30500 ,21,23239 
0,110509,,6,17,6,9,5,5.17,5.18,5.17,21,64,11,29,46,5,15,20,S,1,34,53,F,H,97400 ,14,49185 
1,110519,17,3,17,2,9,17,15.67,10.71,16,21,106,12,31,72,6,17,31,A,1,42,59,M,H,73200 ,30,49185 
1,110539,20,2,16,0,8,25,20,10.38,,18,128,14,35,74,6,6,32,A,1,43,50,M,H,55400 ,35,36724 
0,110538,,4,14,1,7,15,13.75,9.21,20,19,124,13,34,70,6,16,32,S,1,51,63,M,U,44600 ,35,36724 
0,110581,,2,2,1,1,23,16.5,16.5,23,20,20,15,23,20,6,10,8,N,0,22,65,M,H,87300 ,49,43842 
0,109670,,1,1,0,0,20,20,20,,15,15,8,10,10,3,3,4,E,0,47,,U,U,54500 ,19,0 
0,110633,,0,1,0,0,20,0,20,,19,19,10,10,12,4,4,4,F,0,51,,F,U,36600 ,26,36964 
0,110639,,3,4,2,2,5,6,5.25,4,16,29,13,25,22,5,10,8,A,0,35,28,F,H,74700 ,33,40419 
0,110658,,4,5,2,2,25,21.25,22,17.5,25,33,12,30,29,6,15,13,A,0,36,,F,U,50300 ,11,0 
0,110681,,1,17,0,13,10,10,6.24,,26,126,9,28,71,4,4,30,A,1,39,84,F,H,45700 ,30,38986 
0,110721,,1,2,1,2,20,20,20,20,18,41,10,27,30,4,12,12,A,0,36,,F,U,47700 ,37,0 
0,110712,,1,1,1,1,25,25,25,25,17,17,11,16,14,5,7,6,F,0,36,71,F,H,40800 ,38,34399 
0,189408,,4,8,3,6,7,8,7.75,9,22,75,12,32,50,6,15,20,A,0,51,64,F,U,35000 ,32,30407 
0,110765,,4,12,2,7,11,11.5,11.5,11,19,116,13,32,68,6,16,29,A,1,36,81,M,H,31700 ,50,29118 
1,110789,15,3,15,0,7,15,15,8.2,,18,123,13,35,74,6,6,32,S,1,47,67,F,H,32400 ,24,30490 
0,7991,,1,7,1,4,15,15,10.14,15,21,104,11,28,56,4,11,21,A,0,51,84,M,U,36400 ,27,30490 
1,74774,21,1,1,1,1,15,15,15,15,24,24,8,18,16,3,7,6,N,0,22,,M,U,50000 ,31,0 
