target_flag,gender,education,home_value,age,buy_online,mosaic_group,marital,poc,occupation,mortgage,home_owner,region,new_car,home_income
N,U,4. Grad,0,1_Unk,N,C,Married,U,Sales/Service,1Low,Owner,South,8,E
Y,F,2. Some College,65400,3_<=35,Y,D,,N,Sales/Service,1Low,Owner,South,5,A
N,F,3. Bach,81750,5_<=55,N,E,Married,Y,Professional,1Low,Renter,South,3,G
Y,F,3. Bach,298158,6_<=65,Y,B,,N,Professional,1Low,Owner,Midwest,1,I
N,M,3. Bach,502002,4_<=45,Y,C,,Y,Professional,3High,Owner,South,1,J
Y,F,2. Some College,457800,2_<=25,Y,C,,Y,Others,1Low,Owner,Midwest,1,G
Y,M,3. Bach,162519,4_<=45,N,E,Single,Y,Professional,1Low,Renter,South,1,E
N,F,2. Some College,513935,6_<=65,Y,E,Married,U,Sales/Service,1Low,Owner,Northeast,1,F
N,F,1. HS,135160,2_<=25,N,F,Single,N,Sales/Service,1Low,Owner,South,2,D
Y,M,1. HS,699017,4_<=45,N,A,Single,Y,Sales/Service,1Low,Renter,South,1,F
N,F,2. Some College,76977,5_<=55,N,F,Single,U,Professional,1Low,Renter,Midwest,5,E
N,F,3. Bach,61456,3_<=35,Y,C,Married,Y,Blue Collar,1Low,Owner,South,4,F
Y,F,2. Some College,352636,1_Unk,Y,F,,N,Professional,3High,Owner,West,1,H
N,M,2. Some College,852489,5_<=55,Y,B,,N,Professional,1Low,Owner,South,1,J
N,U,0. <HS,0,1_Unk,N,G,Single,Y,Blue Collar,1Low,Owner,South,9,D
N,M,2. Some College,904264,5_<=55,N,B,Married,U,Professional,1Low,Owner,Midwest,1,J
Y,F,4. Grad,320513,3_<=35,Y,F,Single,Y,Sales/Service,1Low,Renter,South,1,C
N,U,0. <HS,257099,1_Unk,N,E,Married,Y,Blue Collar,1Low,Owner,South,3,C
N,F,2. Some College,311958,6_<=65,N,B,Married,N,Professional,1Low,Owner,South,2,H
N,U,0. <HS,1000000,1_Unk,N,E,Single,U,Sales/Service,1Low,Renter,West,9,A
Y,M,2. Some College,542355,2_<=25,N,B,,N,Professional,3High,Owner,South,1,I
Y,M,4. Grad,245151,3_<=35,N,C,Married,U,Sales/Service,2Med,Owner,South,2,E
N,M,0. <HS,0,7_>65,N,G,,Y,Retired,1Low,Renter,Northeast,7,B
N,U,1. HS,0,1_Unk,Y,E,,Y,Sales/Service,1Low,Renter,Northeast,7,A
Y,M,2. Some College,359340,4_<=45,Y,A,Single,Y,Sales/Service,3High,Owner,South,1,I
N,M,4. Grad,677391,6_<=65,Y,B,Married,N,Professional,3High,Owner,West,1,G
N,F,1. HS,0,4_<=45,N,G,Married,Y,Blue Collar,1Low,Renter,Midwest,6,G
Y,U,2. Some College,545000,1_Unk,N,E,Married,U,Sales/Service,1Low,Owner,South,7,E
Y,M,3. Bach,368856,4_<=45,Y,C,Married,Y,Farm,1Low,Owner,Midwest,1,F
Y,M,2. Some College,177888,5_<=55,Y,E,Married,N,Professional,1Low,Owner,South,6,F
N,F,2. Some College,110744,5_<=55,N,E,Single,Y,Sales/Service,1Low,,South,2,B
Y,M,3. Bach,157941,6_<=65,Y,F,Married,Y,Blue Collar,1Low,Owner,Midwest,6,F
N,F,1. HS,168732,7_>65,N,D,Married,U,Retired,1Low,Owner,South,8,E
Y,M,4. Grad,382675,5_<=55,Y,B,Married,U,Professional,1Low,Owner,Midwest,2,J
Y,F,2. Some College,497606,7_>65,Y,D,Married,N,Sales/Service,1Low,Owner,South,3,C
N,M,3. Bach,569961,5_<=55,Y,C,Married,Y,Sales/Service,1Low,,West,2,G
Y,F,4. Grad,402667,6_<=65,Y,C,Married,Y,Professional,2Med,Owner,South,1,H
Y,M,4. Grad,1695790,5_<=55,Y,B,Married,N,Professional,1Low,Renter,West,1,B
Y,M,3. Bach,0,6_<=65,N,F,Married,U,Professional,1Low,,Northeast,8,D
N,F,2. Some College,116550,2_<=25,Y,F,,U,Professional,1Low,Owner,Midwest,5,E
Y,M,2. Some College,388803,5_<=55,Y,B,Married,N,Blue Collar,2Med,Owner,South,2,F
Y,M,2. Some College,253926,4_<=45,Y,C,Married,Y,Professional,1Low,Owner,South,1,I
N,M,1. HS,291335,5_<=55,N,E,Married,Y,Blue Collar,2Med,Owner,West,3,F
N,F,1. HS,436174,3_<=35,Y,G,,Y,Sales/Service,1Low,Renter,West,2,F
N,F,1. HS,0,2_<=25,Y,J,,Y,Sales/Service,1Low,Owner,South,8,B
N,F,3. Bach,517750,1_Unk,Y,C,,Y,Others,3High,Owner,Midwest,1,K
N,F,1. HS,0,3_<=35,N,J,,N,Blue Collar,1Low,Owner,Northeast,6,D
Y,M,4. Grad,0,7_>65,Y,J,Married,N,Professional,1Low,Renter,South,4,E
N,M,1. HS,145188,5_<=55,Y,D,,N,Blue Collar,1Low,Owner,South,2,D
Y,M,2. Some College,156236,6_<=65,Y,B,,N,Blue Collar,1Low,Renter,South,2,H
Y,F,3. Bach,0,6_<=65,Y,H,Married,U,Sales/Service,1Low,,South,7,B
N,F,1. HS,0,6_<=65,Y,E,,U,Blue Collar,1Low,Renter,West,7,H
Y,F,1. HS,127805,7_>65,Y,J,,N,Retired,1Low,Renter,South,3,H
Y,F,3. Bach,0,5_<=55,Y,A,Single,Y,Sales/Service,1Low,,Midwest,2,H
N,F,2. Some College,25865,2_<=25,Y,F,,Y,Blue Collar,1Low,Renter,Midwest,8,D
Y,F,1. HS,140610,5_<=55,Y,I,,U,Sales/Service,1Low,Owner,South,4,E
Y,F,4. Grad,652801,4_<=45,Y,C,Married,Y,Sales/Service,1Low,Owner,South,1,E
N,M,4. Grad,393272,6_<=65,Y,B,Married,N,Professional,1Low,Owner,Northeast,1,D
N,F,4. Grad,137340,1_Unk,Y,C,Married,Y,Sales/Service,1Low,,Midwest,3,F
N,M,3. Bach,1962000,1_Unk,Y,C,Married,U,Sales/Service,1Low,Owner,Rest,1,G
N,M,0. <HS,313135,6_<=65,N,C,Married,N,Professional,1Low,Owner,Midwest,1,I
N,M,1. HS,296405,3_<=35,Y,C,Married,Y,Professional,1Low,Renter,South,4,G
N,M,0. <HS,262354,7_>65,N,F,Single,N,Retired,1Low,Renter,West,2,A
N,F,2. Some College,479600,2_<=25,Y,B,,N,Sales/Service,1Low,Owner,West,8,E
N,M,3. Bach,0,1_Unk,N,E,Married,Y,Sales/Service,1Low,Renter,West,8,D
Y,M,2. Some College,400575,6_<=65,Y,F,,U,Others,1Low,Renter,West,2,C
N,F,2. Some College,109109,4_<=45,Y,F,Married,U,Professional,1Low,Owner,Midwest,5,C
Y,M,2. Some College,518404,4_<=45,Y,C,Married,Y,Professional,3High,Owner,West,1,I
N,F,0. <HS,0,1_Unk,N,F,Married,U,Blue Collar,1Low,Renter,South,6,E
Y,M,3. Bach,529249,4_<=45,Y,B,Married,Y,Professional,2Med,Owner,West,1,G
N,F,1. HS,173073,1_Unk,Y,I,Married,Y,Blue Collar,1Low,Renter,West,5,D
N,M,2. Some College,0,1_Unk,N,G,Single,Y,Blue Collar,1Low,,South,3,C
Y,M,,0,1_Unk,Y,E,,Y,Others,1Low,Owner,Northeast,1,G
N,F,1. HS,91560,3_<=35,Y,E,,Y,Blue Collar,1Low,Renter,West,4,D
N,M,2. Some College,0,1_Unk,N,G,Single,U,Others,1Low,Renter,South,9,A
Y,M,2. Some College,354389,4_<=45,Y,C,Married,Y,Professional,2Med,Owner,West,1,K
N,F,2. Some College,339567,5_<=55,N,C,Married,U,Sales/Service,1Low,,West,1,L
N,M,4. Grad,449167,4_<=45,Y,C,Married,Y,Professional,3High,Owner,South,1,I
N,F,1. HS,115267,2_<=25,Y,G,Single,N,Sales/Service,1Low,Renter,South,4,D
N,M,4. Grad,274680,7_>65,Y,D,Married,N,Professional,1Low,Owner,West,7,D
Y,M,2. Some College,306998,4_<=45,Y,E,Married,Y,Sales/Service,1Low,Owner,Midwest,2,A
Y,M,4. Grad,208320,3_<=35,N,C,Married,U,Blue Collar,1Low,Owner,Midwest,3,F
Y,M,2. Some College,444000,6_<=65,Y,B,Married,N,Sales/Service,2Med,Owner,Rest,2,F
N,F,2. Some College,466051,2_<=25,Y,C,,Y,Sales/Service,2Med,Owner,South,2,F
N,F,2. Some College,188352,5_<=55,Y,B,,N,Professional,2Med,Owner,Midwest,1,J
N,M,1. HS,64310,1_Unk,N,J,Married,U,Blue Collar,1Low,Owner,Midwest,8,E
N,F,1. HS,0,1_Unk,Y,G,Single,U,Sales/Service,1Low,Renter,Northeast,9,B
N,U,2. Some College,200832,3_<=35,Y,F,,Y,Sales/Service,2Med,Owner,Midwest,4,E
Y,F,4. Grad,412347,6_<=65,Y,B,Married,N,Professional,2Med,Owner,Northeast,1,H
N,F,1. HS,162747,7_>65,Y,B,,N,Retired,1Low,Owner,South,3,E
Y,M,3. Bach,1026649,6_<=65,Y,B,Married,N,Others,3High,Owner,West,2,F
Y,F,2. Some College,143945,1_Unk,N,B,,N,Sales/Service,1Low,Owner,Midwest,7,G
Y,U,1. HS,0,5_<=55,N,U,Married,0,Professional,1Low,,Midwest,0,U
N,F,2. Some College,0,4_<=45,Y,C,Married,Y,Sales/Service,1Low,Owner,West,4,G
N,U,0. <HS,202086,1_Unk,N,G,,U,Sales/Service,1Low,Renter,Northeast,9,C
N,F,0. <HS,302758,1_Unk,Y,B,,N,Others,1Low,Owner,Northeast,2,G
N,F,3. Bach,320896,5_<=55,Y,B,Married,N,Sales/Service,2Med,Owner,Midwest,3,F
N,F,2. Some College,0,1_Unk,N,F,Single,Y,Sales/Service,1Low,Owner,South,3,A
Y,M,3. Bach,3163398,6_<=65,Y,B,Married,N,Sales/Service,1Low,Owner,South,1,K
N,F,3. Bach,294346,6_<=65,Y,D,,N,Sales/Service,2Med,Owner,South,1,F
Y,M,4. Grad,410058,5_<=55,Y,B,Married,N,Professional,1Low,Owner,South,1,J
N,F,3. Bach,247212,3_<=35,Y,B,,N,Professional,1Low,Owner,South,2,F
N,F,3. Bach,367460,7_>65,Y,D,Married,N,Retired,1Low,Owner,West,3,C
N,F,0. <HS,281220,5_<=55,N,F,Married,U,Sales/Service,3High,Owner,Midwest,6,E
Y,M,2. Some College,184864,4_<=45,N,E,Married,Y,Sales/Service,1Low,Owner,Midwest,1,G
N,F,4. Grad,380286,3_<=35,Y,C,,Y,Sales/Service,3High,Owner,South,2,G
N,M,2. Some College,841120,2_<=25,N,F,,Y,Blue Collar,1Low,,West,8,B
Y,M,,733395,1_Unk,Y,B,,Y,Others,1Low,Renter,South,1,K
Y,M,2. Some College,163238,6_<=65,Y,I,Married,N,Professional,1Low,Owner,Midwest,3,G
Y,F,2. Some College,196396,3_<=35,Y,C,Married,Y,Sales/Service,2Med,Owner,South,6,G
Y,M,1. HS,83385,6_<=65,N,F,Married,N,Blue Collar,1Low,Owner,Northeast,4,E
Y,F,2. Some College,0,3_<=35,Y,F,,Y,Professional,1Low,Owner,Midwest,9,E
N,M,3. Bach,374687,5_<=55,Y,B,Married,N,Professional,1Low,Owner,Midwest,1,H
N,F,1. HS,143360,4_<=45,Y,G,Single,Y,Blue Collar,1Low,Renter,South,5,D
Y,F,4. Grad,1228582,3_<=35,Y,C,Married,Y,Professional,3High,Owner,West,1,A
Y,M,2. Some College,416925,4_<=45,Y,A,Single,N,Professional,3High,Owner,South,1,E
Y,F,3. Bach,347295,4_<=45,N,B,Married,U,Professional,3High,Owner,Midwest,4,J
Y,F,3. Bach,0,5_<=55,Y,A,Married,Y,Professional,1Low,,West,3,E
Y,F,,0,1_Unk,Y,F,Married,Y,Sales/Service,1Low,Renter,West,9,D
N,M,4. Grad,398586,5_<=55,N,B,Married,Y,Professional,3High,Owner,South,1,J
Y,U,2. Some College,463680,1_Unk,Y,F,,Y,Sales/Service,1Low,Renter,West,7,E
N,M,0. <HS,0,7_>65,Y,C,Married,Y,Retired,1Low,Renter,West,6,F
Y,F,4. Grad,1515023,5_<=55,Y,B,Married,U,Professional,3High,Owner,West,1,L
N,F,0. <HS,142735,6_<=65,Y,I,Married,N,Retired,1Low,Owner,South,3,D
N,M,2. Some College,0,6_<=65,N,E,,N,Sales/Service,1Low,Owner,West,2,G
Y,M,4. Grad,138880,3_<=35,Y,E,Single,Y,Blue Collar,1Low,Renter,Midwest,5,A
N,M,4. Grad,418581,1_Unk,Y,E,Married,N,Sales/Service,1Low,,West,6,E
N,F,1. HS,0,7_>65,N,J,,N,Retired,1Low,Owner,South,6,A
Y,M,3. Bach,908092,4_<=45,Y,C,Married,Y,Professional,3High,Owner,South,1,K
N,F,2. Some College,170895,5_<=55,N,J,,N,Professional,1Low,Owner,South,7,C
N,M,2. Some College,118998,5_<=55,N,G,,Y,Blue Collar,1Low,Renter,South,9,B
N,M,1. HS,59230,5_<=55,N,E,Single,N,Sales/Service,1Low,,South,2,G
Y,F,3. Bach,348800,6_<=65,Y,C,Married,Y,Professional,3High,Owner,South,2,J
Y,M,1. HS,274407,4_<=45,Y,F,,N,Sales/Service,1Low,Owner,West,5,E
Y,F,4. Grad,1396944,1_Unk,Y,C,,Y,Sales/Service,3High,Owner,West,1,K
N,F,3. Bach,0,3_<=35,Y,D,,N,Sales/Service,1Low,Owner,West,3,A
N,M,,34233,1_Unk,Y,I,,U,Sales/Service,1Low,Owner,Midwest,2,D
N,M,2. Some College,398613,4_<=45,N,C,Married,Y,Professional,3High,Owner,South,1,F
Y,M,2. Some College,349988,6_<=65,N,C,Married,N,Professional,3High,Owner,Midwest,1,F
N,M,2. Some College,1915947,5_<=55,N,C,Married,Y,Professional,1Low,Owner,West,1,L
N,M,3. Bach,354090,3_<=35,Y,B,,N,Professional,1Low,Owner,Midwest,1,D
Y,F,2. Some College,1500000,5_<=55,Y,E,Married,Y,Professional,1Low,Owner,West,2,F
Y,M,0. <HS,571596,6_<=65,Y,H,Married,N,Retired,2Med,Owner,South,1,H
Y,F,3. Bach,1180633,6_<=65,Y,B,Married,U,Professional,3High,Owner,South,1,L
Y,M,4. Grad,377303,1_Unk,N,A,Single,U,Sales/Service,1Low,,Northeast,7,E
N,F,3. Bach,326411,5_<=55,Y,C,Married,Y,Professional,1Low,Owner,Midwest,3,F
Y,U,1. HS,210560,1_Unk,N,A,Married,Y,Blue Collar,1Low,Renter,Midwest,8,F
Y,M,3. Bach,324120,3_<=35,Y,B,,N,Sales/Service,1Low,Owner,Midwest,1,J
Y,M,2. Some College,260161,3_<=35,Y,E,Married,Y,Blue Collar,1Low,,South,2,E
Y,M,4. Grad,147869,1_Unk,N,C,,Y,Sales/Service,2Med,Owner,Midwest,8,E
Y,F,3. Bach,1627555,7_>65,Y,B,Married,N,Retired,3High,Owner,West,1,L
N,M,3. Bach,0,3_<=35,Y,H,,N,Sales/Service,1Low,Renter,Midwest,7,D
N,F,2. Some College,773900,5_<=55,Y,C,Married,Y,Professional,3High,Owner,West,1,H
N,M,2. Some College,243342,7_>65,Y,D,Married,N,Retired,1Low,Owner,Northeast,1,B
N,F,1. HS,541948,6_<=65,N,E,,N,Sales/Service,1Low,Renter,Northeast,2,G
Y,F,1. HS,0,5_<=55,N,J,Married,Y,Sales/Service,1Low,Owner,Midwest,3,E
Y,M,4. Grad,556815,5_<=55,Y,B,Married,N,Professional,3High,Owner,South,1,J
N,M,3. Bach,44995,3_<=35,Y,F,Married,Y,Blue Collar,1Low,Renter,South,9,D
N,F,2. Some College,296981,5_<=55,Y,I,Married,Y,Sales/Service,1Low,Owner,Northeast,2,E
N,M,2. Some College,294300,4_<=45,Y,C,Married,Y,Sales/Service,1Low,Owner,Midwest,1,F
Y,F,4. Grad,196000,6_<=65,Y,G,,N,Sales/Service,1Low,Renter,Midwest,3,E
N,M,2. Some College,54390,7_>65,Y,J,Married,N,Retired,1Low,Owner,Midwest,2,B
Y,M,1. HS,0,7_>65,Y,I,Married,N,Retired,1Low,Owner,Midwest,7,D
Y,F,3. Bach,389315,5_<=55,Y,C,Married,U,Professional,1Low,Owner,West,1,J
N,F,2. Some College,375297,1_Unk,Y,C,,Y,Professional,2Med,Owner,South,1,K
Y,M,1. HS,0,1_Unk,N,G,Single,U,Sales/Service,1Low,Renter,South,9,D
Y,M,3. Bach,293153,4_<=45,Y,C,Married,Y,Professional,2Med,Owner,South,2,F
N,F,2. Some College,299401,1_Unk,Y,E,,U,Retired,1Low,Owner,Midwest,4,F
Y,M,1. HS,112270,3_<=35,Y,C,Single,Y,Professional,1Low,Owner,Midwest,3,G
Y,F,3. Bach,0,3_<=35,Y,J,Married,Y,Professional,1Low,Renter,Midwest,7,E
Y,M,,203263,1_Unk,N,D,,N,Sales/Service,2Med,Owner,Northeast,1,E
N,M,1. HS,75510,4_<=45,Y,J,Married,Y,Blue Collar,1Low,Owner,Midwest,3,E
N,F,1. HS,147150,1_Unk,N,F,,U,Sales/Service,1Low,Renter,Midwest,2,E
N,M,2. Some College,292120,2_<=25,Y,I,,U,Blue Collar,1Low,Owner,South,4,F
N,M,4. Grad,390765,7_>65,Y,B,Married,N,Professional,1Low,Owner,Midwest,3,E
N,M,1. HS,0,5_<=55,N,F,Married,Y,Blue Collar,1Low,Owner,South,9,D
N,M,2. Some College,164862,4_<=45,Y,C,Married,Y,Sales/Service,1Low,Owner,South,2,F
Y,M,2. Some College,136686,3_<=35,Y,E,Single,N,Professional,1Low,Owner,South,5,E
N,M,1. HS,211983,1_Unk,N,G,Single,U,Blue Collar,1Low,Renter,South,9,C
N,F,3. Bach,0,1_Unk,N,C,,U,Sales/Service,1Low,Renter,West,5,H
N,M,0. <HS,362893,5_<=55,N,B,Married,Y,Sales/Service,1Low,Owner,South,1,G
Y,F,1. HS,418636,5_<=55,Y,E,Married,Y,Professional,1Low,Owner,South,3,F
Y,F,4. Grad,263496,7_>65,Y,D,Married,N,Professional,1Low,Owner,South,3,D
Y,M,1. HS,0,2_<=25,Y,G,Single,N,Blue Collar,1Low,Renter,Northeast,9,A
Y,F,2. Some College,97511,6_<=65,Y,D,Married,N,Professional,1Low,Owner,Midwest,6,E
N,M,4. Grad,582877,7_>65,N,B,,N,Retired,1Low,,Northeast,3,L
Y,M,2. Some College,378993,5_<=55,Y,C,Married,U,Professional,3High,Owner,West,4,G
Y,M,4. Grad,882464,5_<=55,Y,C,Married,Y,Professional,2Med,Owner,South,1,F
N,M,3. Bach,0,6_<=65,N,A,Single,N,Professional,1Low,Renter,South,2,F
N,U,1. HS,62540,5_<=55,N,D,,N,Blue Collar,1Low,Owner,South,6,A
Y,M,3. Bach,240639,1_Unk,N,A,Married,U,Professional,1Low,,Midwest,6,G
Y,M,3. Bach,379058,5_<=55,Y,C,,Y,Professional,1Low,Renter,South,1,G
Y,M,2. Some College,272630,5_<=55,Y,C,Married,Y,Professional,1Low,Owner,Midwest,1,G
Y,M,4. Grad,0,1_Unk,N,G,Single,N,Professional,1Low,Renter,West,3,H
N,M,1. HS,70860,7_>65,N,D,Married,N,Retired,1Low,Owner,South,9,D
N,F,2. Some College,0,4_<=45,Y,J,Married,Y,Others,1Low,Owner,West,9,I
N,U,0. <HS,80649,1_Unk,N,F,,U,Sales/Service,2Med,Owner,Northeast,4,C
Y,M,2. Some College,822950,2_<=25,Y,F,Married,N,Professional,3High,Owner,West,2,E
Y,M,4. Grad,399032,6_<=65,Y,C,Married,Y,Professional,1Low,Owner,Northeast,1,I
Y,M,3. Bach,1500000,6_<=65,N,A,Single,N,Sales/Service,1Low,Renter,West,2,D
Y,M,3. Bach,453222,5_<=55,Y,C,Married,Y,Professional,3High,Owner,Northeast,1,J
Y,M,4. Grad,1156926,7_>65,Y,B,Married,N,Professional,3High,Owner,South,1,J
N,F,0. <HS,481801,3_<=35,Y,B,,N,Professional,3High,Owner,Northeast,2,I
N,F,1. HS,0,7_>65,Y,H,,U,Professional,1Low,Owner,Midwest,5,F
N,F,1. HS,189442,4_<=45,Y,E,,Y,Blue Collar,1Low,Owner,South,7,E
N,F,2. Some College,271246,6_<=65,N,B,Married,N,Sales/Service,1Low,Owner,West,4,E
N,M,2. Some College,0,4_<=45,N,G,,Y,Blue Collar,1Low,,West,7,E
N,M,2. Some College,46056,6_<=65,N,G,Married,N,Professional,1Low,Renter,South,2,D
Y,M,2. Some College,848663,4_<=45,Y,C,Married,Y,Others,1Low,Owner,Midwest,1,K
N,M,2. Some College,228214,6_<=65,Y,B,Married,N,Sales/Service,1Low,Owner,Midwest,6,E
Y,M,0. <HS,104160,7_>65,N,F,,Y,Retired,1Low,Renter,West,8,C
Y,M,3. Bach,316884,3_<=35,Y,C,Married,U,Professional,3High,Owner,Midwest,2,H
Y,M,3. Bach,425754,4_<=45,Y,F,Married,Y,Professional,3High,Owner,West,2,F
N,F,1. HS,5550,2_<=25,N,G,,Y,Blue Collar,1Low,Owner,Midwest,8,D
N,M,2. Some College,198162,3_<=35,Y,C,Married,Y,Professional,1Low,Owner,West,5,K
N,F,4. Grad,1023455,5_<=55,N,B,Married,N,Sales/Service,1Low,Owner,West,2,J
N,F,1. HS,272609,7_>65,N,D,Married,N,Retired,1Low,Owner,South,7,D
Y,M,2. Some College,358392,2_<=25,Y,E,,Y,Sales/Service,2Med,Owner,South,2,G
Y,M,2. Some College,275584,6_<=65,Y,B,Married,U,Professional,1Low,Owner,South,2,F
N,F,3. Bach,194377,1_Unk,Y,J,Married,U,Professional,1Low,Owner,West,2,F
N,M,0. <HS,0,1_Unk,N,G,,Y,Blue Collar,1Low,Renter,South,4,C
N,F,2. Some College,0,5_<=55,N,E,Married,Y,Professional,1Low,Owner,Midwest,3,D
N,F,0. <HS,129742,3_<=35,N,F,Single,U,Professional,1Low,Owner,Midwest,3,F
Y,M,0. <HS,253098,3_<=35,Y,E,,Y,Blue Collar,2Med,Owner,South,2,E
Y,U,3. Bach,0,1_Unk,N,G,Single,U,Sales/Service,1Low,Renter,South,9,B
Y,M,2. Some College,301030,4_<=45,Y,C,Married,Y,Others,1Low,Owner,Northeast,2,J
N,M,1. HS,139084,7_>65,N,F,Married,Y,Retired,1Low,Owner,Midwest,7,F
N,M,0. <HS,147869,1_Unk,N,G,,Y,Blue Collar,1Low,Owner,South,2,C
Y,M,3. Bach,0,1_Unk,Y,G,Single,Y,Sales/Service,1Low,Renter,South,9,D
N,M,2. Some College,446202,5_<=55,Y,B,Married,Y,Professional,1Low,Renter,Midwest,2,K
N,F,3. Bach,298987,5_<=55,Y,D,,N,Professional,2Med,Owner,West,4,E
N,F,1. HS,86731,4_<=45,Y,F,,Y,Blue Collar,1Low,,Midwest,2,E
Y,M,0. <HS,110373,1_Unk,Y,I,Married,U,Blue Collar,1Low,,South,9,A
N,F,2. Some College,299096,1_Unk,Y,E,Married,U,Others,1Low,Owner,South,5,D
Y,M,2. Some College,115089,3_<=35,Y,F,,Y,Professional,1Low,Owner,South,1,K
N,F,2. Some College,53235,3_<=35,Y,E,,Y,Blue Collar,1Low,Owner,South,3,E
N,M,0. <HS,0,1_Unk,N,G,Married,Y,Sales/Service,1Low,Renter,Northeast,8,A
N,M,1. HS,0,5_<=55,N,F,Single,Y,Blue Collar,1Low,Renter,Midwest,9,D
Y,M,2. Some College,330280,1_Unk,Y,B,,N,Professional,1Low,Owner,South,2,F
N,F,3. Bach,409077,5_<=55,Y,B,Married,Y,Professional,1Low,Owner,Midwest,6,C
Y,M,4. Grad,924592,7_>65,N,B,Married,N,Retired,3High,Owner,South,1,G
N,M,1. HS,0,1_Unk,N,G,Single,U,Sales/Service,1Low,Renter,Midwest,9,C
N,M,0. <HS,412238,1_Unk,N,F,,Y,Others,3High,Owner,West,1,G
N,F,2. Some College,283073,1_Unk,N,F,Single,U,Others,1Low,,Northeast,7,E
N,M,1. HS,0,7_>65,N,J,,N,Retired,1Low,Owner,Midwest,5,A
N,M,3. Bach,243353,4_<=45,N,E,Married,Y,Professional,1Low,Owner,South,1,F
N,M,1. HS,0,1_Unk,Y,I,,Y,Blue Collar,1Low,Renter,South,7,F
Y,M,4. Grad,1131311,3_<=35,Y,E,,N,Others,1Low,Owner,Northeast,1,F
Y,F,2. Some College,302006,5_<=55,Y,C,Married,N,Sales/Service,1Low,Owner,Northeast,1,F
N,F,1. HS,107989,4_<=45,Y,G,Married,Y,Professional,1Low,Renter,South,8,A
Y,M,1. HS,182583,5_<=55,Y,E,Married,Y,Blue Collar,2Med,Owner,Midwest,2,E
Y,F,3. Bach,171805,6_<=65,Y,E,Married,Y,Professional,1Low,Owner,South,1,F
Y,F,2. Some College,504528,5_<=55,Y,B,,N,Professional,2Med,Owner,South,2,J
N,F,1. HS,168950,5_<=55,Y,E,,Y,Blue Collar,2Med,Owner,Midwest,3,E
N,F,0. <HS,44116,7_>65,N,G,,Y,Retired,1Low,Renter,South,8,A
Y,M,4. Grad,292011,7_>65,Y,D,,N,Blue Collar,1Low,Owner,Northeast,1,F
Y,M,4. Grad,488701,5_<=55,Y,C,Married,Y,Professional,3High,Owner,South,1,L
N,M,0. <HS,238268,5_<=55,Y,F,Married,Y,Blue Collar,1Low,Owner,Midwest,8,F
N,F,1. HS,0,4_<=45,N,E,Married,U,Sales/Service,1Low,Renter,South,9,D
N,F,1. HS,0,6_<=65,N,F,,U,Retired,1Low,Owner,Midwest,3,F
N,F,3. Bach,1255414,4_<=45,Y,B,Married,U,Professional,3High,Owner,South,1,J
N,F,3. Bach,1342008,6_<=65,Y,B,,U,Sales/Service,3High,Owner,West,1,K
Y,F,3. Bach,228082,4_<=45,Y,D,,N,Professional,1Low,Owner,Northeast,1,A
Y,M,2. Some College,0,2_<=25,Y,G,,U,Others,1Low,Renter,South,3,D
Y,F,2. Some College,139171,6_<=65,Y,F,,Y,Sales/Service,1Low,Owner,Northeast,3,E
N,F,2. Some College,112728,5_<=55,N,I,,N,Sales/Service,1Low,Owner,South,5,E
N,F,0. <HS,97969,3_<=35,N,D,Single,N,Professional,1Low,Owner,West,9,C
N,F,2. Some College,0,5_<=55,N,F,,Y,Professional,1Low,Renter,Midwest,4,F
N,F,1. HS,120990,5_<=55,Y,C,Married,Y,Sales/Service,1Low,Owner,South,5,F
N,U,1. HS,127680,1_Unk,N,F,,Y,Sales/Service,1Low,Renter,Midwest,9,E
N,U,2. Some College,220289,2_<=25,Y,J,,Y,Sales/Service,1Low,Owner,Northeast,5,E
Y,F,1. HS,89380,3_<=35,N,A,,U,Sales/Service,1Low,Owner,Northeast,1,B
N,F,2. Some College,0,1_Unk,N,E,Single,Y,Sales/Service,1Low,Renter,South,9,D
Y,M,1. HS,348102,6_<=65,Y,E,Married,Y,Blue Collar,2Med,Owner,South,3,E
N,M,2. Some College,199797,6_<=65,N,F,,Y,Professional,1Low,,West,9,D
Y,F,3. Bach,428179,4_<=45,Y,A,,Y,Sales/Service,1Low,Renter,West,3,E
N,M,4. Grad,272227,5_<=55,Y,B,Married,Y,Sales/Service,1Low,Owner,Midwest,5,G
N,M,4. Grad,1426810,4_<=45,Y,C,Married,Y,Professional,3High,Owner,South,1,L
N,F,4. Grad,27250,2_<=25,Y,C,,Y,Sales/Service,1Low,Owner,South,2,A
Y,M,3. Bach,534240,6_<=65,Y,B,Single,U,Professional,1Low,Owner,West,1,I
N,F,1. HS,0,7_>65,N,H,,N,Retired,1Low,Owner,South,3,G
Y,M,3. Bach,261709,5_<=55,N,E,Married,N,Sales/Service,1Low,Owner,South,7,I
N,F,,0,6_<=65,Y,B,,N,Retired,1Low,Owner,Northeast,2,F
Y,M,4. Grad,647705,4_<=45,Y,B,Married,Y,Professional,3High,Owner,South,1,L
N,M,0. <HS,3261410,2_<=25,Y,B,Single,Y,Sales/Service,3High,Owner,Midwest,1,L
Y,F,1. HS,0,3_<=35,Y,E,Married,Y,Professional,1Low,Renter,South,6,B
N,M,4. Grad,701088,1_Unk,Y,B,,U,Professional,1Low,Owner,Northeast,1,L
