,評等,評語
2263,5.0,2018 訂位秘方：直接殺到現場櫃檯，電話永遠不會有人接。早期美眉們愛店，把妹必備。餐點或許不是最美味，但整體感受平均值優於同類型店家，個人與不同層次朋友共同用餐體驗，這家能擊中少女心，大叔輩普遍不會喜歡。 ⋯⋯更多2018 訂位秘方：直接殺到現場櫃檯，電話永遠不會有人接。早期美眉們愛店，把妹必備。餐點或許不是最美味，但整體感受平均值優於同類型店家，個人與不同層次朋友共同用餐體驗，這家能擊中少女心，大叔輩普遍不會喜歡。客人年齡層、現場氣氛、料理偏現代年輕化，現場氣氛熱絡，其實招待長輩不大適合，如果非要帶長輩，就別讓長輩操勞訂位點單事項。有生日祝福服務。餐廳後方有小型汽車停車場直通餐廳入口側門，附近約10分鐘步程有大型草梧道停車場。用餐過程有任何不滿意，現場提出意見都會立即得到積極回應，個人用餐數次見證幾次，的確服務方面熱忱無比，令人印象深刻，店家在服務上很給力。除了電話難打進去，是真的生意好，每次去都滿座，外面一堆排隊，但電話問題也或許是策略。2016 吃遍同等價位，台中地區最愛這家，第一！
2264,5.0,食材新鮮，服務周到，用餐開心。
2265,5.0,肉類品質很好套餐的組合很均衡！好吃
2266,5.0,台中市最好吃的燒肉店 沒有之一只要是台中人一定知道
2267,5.0,肉品質好，服務專業，不愧是台中名店，cp值超高，大推
2268,5.0,東西好吃，服務人員很耐斯！！！
2269,5.0,服務超讚  細心貼心肉也好吃   cp質很高~~~
2270,5.0,(由 Google 提供翻譯) 肉品很新鮮，口感絕佳，開胃雞湯香醇濃鬱，配上蔥花更是鮮美。環境上沒有一般燒烤店常有的油煙味，用餐感受舒適。(原始評論) …更多(由 Google 提供翻譯) 肉品很新鮮，口感絕佳，開胃雞湯香醇濃鬱，配上蔥花更是鮮美。環境上沒有一般燒烤店常有的油煙味，用餐感受舒適。(原始評論)肉品很新鮮，口感絕佳，開胃雞湯香醇濃郁，配上蔥花更是鮮美。環境上沒有一般燒烤店常有的油煙味，用餐感受舒適。
2271,5.0,好吃，好貴
2272,5.0,-肉質超棒的燒肉！cp值高！從生菜到甜點每一樣都讓人非常滿意：）服務沒話說 網子一黑會主動幫忙換網 生菜快沒了也會主動詢問是否要加👍🏻
2273,4.0,太好吃啦，牛肉入口即化 服務態度好 生日還有特別節目 但是想吃都要排隊排很久
2274,5.0,燈光美 氣氛佳 整體無話可說😂
2275,5.0,久聞盛名 趁平日比較不用排隊來吃 41號服務生充滿熱誠且專業 給人賓至如歸的體驗 很適合帶長輩或是情侶約會 她會注意客人用餐狀況 定時換烤網（應該換了5次以上）換盤子 幫撥蝦 連肉盤都會幫忙轉到好夾的那面 等你吃完一道才會上下一道 整個用餐過程乾乾淨淨 用餐節奏很像西餐 不會有吃燒烤時手忙腳亂 滿身煙味的窘境 算是走精緻燒烤路線 肉質也真的很不錯 量也剛好 雖不便宜 但食材品質和服務態度完全配得上這個價位
2276,5.0,好吃，但是泡菜跟以前味道不一樣，問了果然是換廠商。
2277,5.0,好吃，賓主盡歡
2278,5.0,氣氛好、肉質好、服務人員親切
2279,1.0,(由 Google 提供翻譯) 9/1號 用餐 入座之後湯碗竟然是髒的，上面還有殘留辣椒之類的殘渣，反應之後協助換新碗，雖然也招待汽泡飲料，但仍然感到相當失望！印像大打折扣！ …更多(由 Google 提供翻譯) 9/1號 用餐 入座之後湯碗竟然是髒的，上面還有殘留辣椒之類的殘渣，反應之後協助換新碗，雖然也招待汽泡飲料，但仍然感到相當失望！印像大打折扣！(原始評論)9/1號 用餐 入座之後湯碗竟然是髒的，上面還有殘留辣椒之類的殘渣，反應之後協助換新碗，雖然也招待汽泡飲料，但仍然感到相當失望！印象大打折扣！
2280,3.0,還可以樓
2281,5.0,最好吃的屋馬
2282,5.0,肉很新鮮～雞湯也好喝 沒有油煙味 服務人員親切又可愛😄
2283,4.0,連續3個小時通話中你們也是很厲害
2284,1.0,每次打電話訂位 服務人員不是不在 不然就是故意不接 到底有沒有心要做生意 生意好也不用那麼跩吧
2285,5.0,服務好，中價格，食物新鮮
2286,5.0,服務品質及食材都非常不錯
2287,4.0,(由 Google 提供翻譯) 好吃(原始評論)好吃
2288,4.0,超捧的燒肉美食， 價格合理。
2289,5.0,(由 Google 提供翻譯) 一定要定位啊兄弟！(原始評論)一定要定位啊兄弟！
2290,5.0,服務 跟環境沒話說Cp值 更是把台中幾乎的燒烤店打假的只是很難訂位 電話超難打建議去現場訂位
2291,5.0,服務態度佳，物超所值，CP值超高
2292,5.0,服務非常好
2293,4.0,食物味道好新鮮，地方大衛生好，職員禮貌👍
2294,5.0,超讚
2295,5.0,台中知名燒肉店，要事先預約，9人點6人份的套餐，還是吃不完，食材新鮮，無限供應的老母雞湯超老喝，海鮮粥也很好吃。
2296,3.0,就這樣
2297,4.0,很好吃但包廂空氣不是很好頭會暈暈
2298,4.0,貴 但服務以及環境都很好
2299,5.0,超好吃，但戰鬥力強才比較能多吃多種類，人多一點比較好點餐。服務和硬體沒話說，很棒，服務人員很貼心熱情，雖然不便宜但是下次還想去吃。不過真的電話要很勤快打才有機會訂到位，訂位有簡訊和提醒這點真的不錯
2300,5.0,好吃好吃 一定還會再去！店員都很漂亮又溫柔很值得呦
2301,5.0,頂級食材
2302,4.0,好吃的燒肉，不過要提前預約哦！
2303,5.0,謝謝您的服務，很在意每一位顧客！
2304,4.0,(由 Google 提供翻譯) 好吃(原始評論)好吃
2305,5.0,餐點美味，雞湯很好喝，服務人員笑容甜美，還細心為我們剝蝦殼~甜點是我最愛的哈根達斯冰淇淋
2306,5.0,服務親切，粥也好吃
2307,5.0,雖然不便宜，但好吃，服務品質高，已經吃很多次了。
2308,3.0,雞湯真好喝，肉質好但量很少，服務態度好，壽星優惠有九折 有畫板 有特調 甜湯。17:00單點系列梅花豬 豬五花 松阪豬就賣完了 那周遭點套餐的怎麼都有? 覺得莫名其妙。環境極度吵雜 音樂放超級大聲 ，看前面回覆也都有提到，店家遲遲不肯改善。
2309,5.0,肉新鮮好吃讓人一再想去～
2310,5.0,因工作之故南下在勤美誠品附近住了2天，就想與工作夥伴去朝聖一下屋馬園邸店。電話常通話中，大約打10次會有2次接通的頻率，因臨時訂，兩天的晚餐都說要到晚11點才有位置，乾脆直接去現場候位。不知道是否因當天雨下了整天，竟然等了一個小時後就排到位置，全程服務生的訓練有素、微笑都掛在臉上、勤換烤網、態度良好。我們點了2980的雙人套餐，有和牛的品項，也加價60元把白飯升級為海鮮粥（很喜歡），我個人在日本也吃過和牛，覺得整體2980算是吃得巧、也吃得好飽，從生菜沙拉（胡麻醬）到結尾的冰 ⋯⋯更多因工作之故南下在勤美誠品附近住了2天，就想與工作夥伴去朝聖一下屋馬園邸店。電話常通話中，大約打10次會有2次接通的頻率，因臨時訂，兩天的晚餐都說要到晚11點才有位置，乾脆直接去現場候位。不知道是否因當天雨下了整天，竟然等了一個小時後就排到位置，全程服務生的訓練有素、微笑都掛在臉上、勤換烤網、態度良好。我們點了2980的雙人套餐，有和牛的品項，也加價60元把白飯升級為海鮮粥（很喜歡），我個人在日本也吃過和牛，覺得整體2980算是吃得巧、也吃得好飽，從生菜沙拉（胡麻醬）到結尾的冰淇淋，每樣的水準算穩（但不到驚艷），此行也算了結了我對該店的懸念。P.S:不過同行的男性友人覺得男生不一定能吃飽，他覺得多花1000點和牛CP值不高，不如點1980的套餐，因隔壁桌的肉片看起來比較多XDD
2311,4.0,用餐環境優，烤網更換勤，服務人員親切，餐點好吃
2312,5.0,價格稍貴，沙拉很大盤，用餐時間很難有位子
2313,5.0,新鮮，好吃，服務好
2314,5.0,台中必吃燒肉！！
2315,3.0,最貴的套餐CP值不高...其他評論網路上很多 算現階段台中特色餐廳
2316,4.0,從七點排到九點半。
2317,2.0,音樂太大聲， 食物沒有國安店的好吃， 服務員服務一般
2318,5.0,食材一樣維持良好品質、桌邊服務人員態度親切，雖然不容易訂位，但很推薦
2319,5.0,肉質超棒 服務員態度也超優😍
2320,4.0,好吃，肉質沒話說~
2321,5.0,很幸運前一天訂還可以訂到七夕晚餐的位子，而且到場後只等廿分鐘就可入座。三個人點了三人牛肉套餐，三種牛肉的肉質都非常好，豬肉、雞肉、海鮮品質也都很值得稱讚；雞湯跟生菜可續，換烤網很勤，服務也算不錯。此外，海鮮粥極力推薦，真的是肚子不夠大，不然可以加點一鍋來吃。
2322,5.0,好吃好貴
2323,4.0,雙人套餐份量多，吃得很撐
2324,5.0,真心覺得超好吃 服務員又都是正咩😍😍😍
2325,4.0,服務好，燒肉精緻美味！會一直想回訪~真希望台北也有屋馬❤
2326,5.0,好吃燒肉
2327,5.0,服務 食物 態度 無懈可擊
2328,1.0,雖然氣氛不錯，肉質也不錯，但外場人員沒像大里烤狀元那樣熱心一直替你服務或換網，還沒烤一半時突然火很大也把肉烤焦（很多次），外場人員也都沒主動幫忙…有待加強
2329,5.0,超飽
2330,3.0,肉類多樣化，滋味隨客人調理，服務不錯。
2331,5.0,吃得超～飽 肉質棒好吃 壽星有甜點優惠👏🏻
2332,5.0,74、26服務人員超級Nice大推！👍台灣燒肉新希望
2333,5.0,雖然人多店內有些混亂，但餐點肉質好，服務人員態度親切服務好，隨時詢問要不要換烤網及其他需求，還幫忙撥蝦感覺很好👍
2334,5.0,服務和品質確實不錯
2335,5.0,肉質鮮美，雞湯好喝
2336,5.0,生菜沙拉令人驚艷，服務態度非常好
2337,5.0,(由 Google 提供翻譯) ＣＰ值高(原始評論)ＣＰ值高
2338,5.0,肉質超讚，海鮮粥好吃，雞湯也很好喝！
2339,5.0,貴又好吃
2340,4.0,服務佳，食材新鮮
2341,4.0,湯及粥 超好吃
2342,5.0,很常來吃的店，CP值高
2343,5.0,海鮮粥很棒 肉質也很好 頻繁換網
2344,5.0,好吃，份量有變多
2345,5.0,這是屬於燒烤用餐的地方，肉品新鮮、服務佳價格中等，預約需要在前兩個月前。
2346,2.0,致歉就不用了，當場反應給你們櫃檯已經口頭致歉過了，希望你們可以稍微注意一下接客的數量，不要不斷發生相關的事情，謝謝你們^^2018/08父親節前的週末，訂了位置要慶祝父親節，當然大家說的難訂位什麼的一如往常就不說了。 ⋯⋯更多致歉就不用了，當場反應給你們櫃檯已經口頭致歉過了，希望你們可以稍微注意一下接客的數量，不要不斷發生相關的事情，謝謝你們^^2018/08父親節前的週末，訂了位置要慶祝父親節，當然大家說的難訂位什麼的一如往常就不說了。訂位的時間到了以後我們還在外面等了1、20分鐘有吧！本來覺得沒關係，但是進去以後一整個感覺我好像在趕火車……上菜完全沒有間隔時間，一道接一道的一直，結果一家人要去慶祝父親節也沒空可以聊天，就一直吃，烤的人也沒辦法停下來一直烤。結束以後就覺得心情不是太好……吃過中港店的媽媽也說海鮮粥的品質好像不太一樣。然後用餐的感覺就好像屋馬本身超收太多客人，所以拼命給你上菜想讓你吃完趕快走，造成這次用餐的感覺不是很好。2星是給還算可以的食材，但是不特別突出，服務還算可以，環境就是非常嘈雜，不是個舒適的用餐環境，或許下次要吃屋馬我會選擇其它間分店。不過假日門口按摩的舒壓師媽媽說很厲害！不用錢的，等待的時候都可以去按摩一下。
2347,4.0,雖然早已訂位（15：00）但到現場仍舊等了半小時（15：30才進去）。11人只給兩個烤架，稍嫌不足。烤網不停的換，還沒烤已經換了兩個了😂。因候位半小時，贈送飲料一壺（朋友上次吃，6人也是一壺，這次11人也是一壺？）。走路5分鐘處有停車場，還算方便。假日有提供按摩服務。
2348,5.0,來過數次，真的是沒得講，場地，服務，食材，飲品，真的都是上選的店家
2349,5.0,氣氛好 店員服務好
2350,4.0,品質還行，服務佳，適合多人聚餐。餐後甜點木耳湯不錯。
2351,4.0,東西美味 只是不好停車
2352,5.0,肉和沾醬都很好吃 廁所蠻有趣的
2353,5.0,食材很新鮮，服務也很周到
2354,1.0,一個月前訂位，還繳交3000訂金！但是竟然等了45分鐘還沒好！店家表示前面客人不走！所以抱歉！但是有限時兩小時用餐！求解邏輯！
2355,4.0,好吃但感覺有在一直趕人😅
2356,1.0,8/12號 預約1500，到15:27都還沒辦法進去用餐這樣預約有什麼意義，本來之前在國安店吃的體驗都不錯，園邸店真的很令人失望
2357,4.0,假日用餐，生意非常好，但難得的是服務員即使再忙都掛著笑容，名店生意好人潮多，難免有招待不周遇到奧客、或熱情疲乏的時候，所以覺得服務員很不簡單！肉質好吃，最愛牛小排類，松阪豚稍油，雞湯好喝，整體還是不錯！哈根達斯抹茶口味好好吃欸！
2358,5.0,"(由 Google 提供翻譯) 我一生中最好的燒烤餐廳！當我在台中時，一位優步司機不小心推薦了它！有史以來最好的建議！我們點了兩套（3ppl和2ppl套），我們非常努力地完成給出的部分，以免浪費食物！我們總共有5位成人和2個孩子！ …更多(由 Google 提供翻譯) 我一生中最好的燒烤餐廳！當我在台中時，一位優步司機不小心推薦了它！有史以來最好的建議！我們點了兩套（3ppl和2ppl套），我們非常努力地完成給出的部分，以免浪費食物！我們總共有5位成人和2個孩子！沒有任何語言可以描述這片肉在我們的嘴裡融化！肉的質量很棒！粥和雞肉湯也很棒！不要忘了嘗試內部自製的白飲料！工作人員訓練有素，友好和樂於助人！快速服務，高效！總之，到目前為止，我還沒有發現任何可以抱怨的東西！去烏邁，您將不會後悔！我會為此而死！(原始評論)The best BBQ restaurant in my life! It was accidentally recommended by one of Uber driver when I was in Taichung! The best recommendations ever!We ordered two sets (sets of 3ppl and 2ppl) and we had tried very hard to finish the portion given so not to waste the food! We are total 5 adults and 2 kids!No words to describe the slice meats melt into our mouth! The quality of meats are superb! The porridge and chicken soup are superb too! Don't forget to try the in-house special made white drink!The staffs are well trained, friendly and helpful! Fast service and efficient!In conclusion, I don't find anything that can complain so far!Go o Umai and you won't regret! I will die for it!"
