宝贝标题,图片Url,详情页Url,价格,销量,位置,货号,品牌,厚薄,面料,年份季节,中老年风格,中老年女装图案,适用年龄,服装版型,组合形式,穿着方式,衣长,领型,袖型,衣门襟,成分含量,服装款式细节
中老年女装衬衫 宽松大码女式衬衣 胖妈妈装棉绸衬衫 老年上衣t恤,https://g-search3.alicdn.com/img/bao/uploaded/i4/i4/365985287/TB2lWAihmXlpuFjy0FeXXcJbFXa_!!365985287.jpg,https://item.taobao.com/item.htm?id=14587847435&ns=1&abbucket=0#detail,58.00,405人付款,北京,,,薄,其他,"2017年夏季,2017年春季",休闲,花色,50-59周岁,宽松,单件,开衫,常规,POLO领,常规,单排扣,96%及以上,
中老年女装春装长袖衬衫30-40岁年轻妈妈装打底衫50岁中年人上衣,https://g-search2.alicdn.com/img/bao/uploaded/i4/i1/TB1DQ1uQFXXXXc9XFXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=543722985406&ns=1&abbucket=0,39.00,366人付款,江苏 苏州,XNFH-620 ,夏奈凤凰 ,适中 ,其他 ,2017年春季 ,时尚 ,,40-49周岁 ,宽松 ,单件 ,套头 ,常规 ,半高领 ,常规 ,单排扣 ,96%及以上 ,纽扣 
中老年春装纯棉衬衫妈妈装老人衣服夏装衬衣宽松大码长袖上衣薄女,https://g-search2.alicdn.com/img/bao/uploaded/i4/i3/2815551481/TB2k3zCgtRopuFjSZFtXXcanpXa_!!2815551481.jpg,https://item.taobao.com/item.htm?id=535418850550&ns=1&abbucket=0#detail,85.00,685人付款,浙江 嘉兴,DR16-389JLS,第1佳人,薄,"棉,其他","2016年夏季,2016年秋季",朴实,复古图案,50-59周岁,宽松,单件,开衫,常规,方领,常规,单排扣,,纽扣
200斤胖妈妈装夏装七分袖衬衫中老年人加肥加大码女装雪纺圆领T恤,https://g-search2.alicdn.com/img/bao/uploaded/i4/i4/TB1OX0hQVXXXXXfXVXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=547379371877&ns=1&abbucket=0,118.00,453人付款,江苏 苏州,UP032 ,闪闪情缘 ,薄 ,LYCRA莱卡 ,2017年夏季 ,知性 ,抽象图案 ,40-49周岁 ,宽松 ,单件 ,套头 ,常规 ,圆领 ,常规 ,,30%及以下 ,纱网 
中老年女装春装衬衫老年人加肥加大码妈妈装夏装宽松上衣奶奶装,https://g-search2.alicdn.com/img/bao/uploaded/i4/i3/1752207647/TB2IxmnlxlmpuFjSZPfXXc9iXXa_!!1752207647.jpg,https://item.taobao.com/item.htm?id=547598297006&ns=1&abbucket=0#detail,89.00,513人付款,北京,ZG-JLT-2017-3,JINLITE-,薄,聚酯,"2017年春季,2017年夏季",时尚,大花,50-59周岁,宽松,单件,开衫,短款,方领,常规,单排扣,,纽扣
胖妈妈春装衬衣女大码新款夏装上衣30中老年女装衬衫中长款40岁50,https://g-search1.alicdn.com/img/bao/uploaded/i4/i2/TB1gBiZQXXXXXc8XFXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=546066987171&ns=1&abbucket=0,128.00,630人付款,湖北 武汉,01CS195 ,顶慕 ,适中 ,其他 ,2017年春季 ,时尚 ,复古图案 ,40-49周岁 ,宽松 ,单件 ,开衫 ,中长款 ,POLO领 ,常规 ,单排扣 ,96%及以上 ,
中老年女装春打底衫大码妈妈短袖t恤女夏装衬衫宽松中年上衣新款,https://g-search2.alicdn.com/img/bao/uploaded/i4/i4/TB1plFiMpXXXXXpXFXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=529431520535&ns=1&abbucket=0,99.00,548人付款,湖北 武汉,16R094 ,雅诗丽兰 ,薄 ,聚酯 ,2017年春季 ,时尚 ,纯色 ,40-49周岁 ,直筒 ,单件 ,套头 ,常规 ,V领 ,常规 ,,96%及以上 ,
中老年女装纯棉衬衫长袖大码妈妈装衬衣全棉开衫老年人上衣春秋款,https://g-search1.alicdn.com/img/bao/uploaded/i4/i2/1867774077/TB2kVzwmb0kpuFjy0FjXXcBbVXa_!!1867774077.jpg,https://item.taobao.com/item.htm?id=536906461333&ns=1&abbucket=0#detail,35.00,413人付款,上海,JM-8016-25,,适中,"纯棉,棉","2016年冬季,2016年秋季",休闲,花色,40-49周岁,宽松,单件,开衫,常规,POLO领,常规,单排扣,81%(含)-90%(含),绣花
妈妈装衬衫女长袖中老年女装春装雪纺衫大码中年女夏装七分袖上衣,https://g-search3.alicdn.com/img/bao/uploaded/i4/i1/TB1DtpuQFXXXXbFXXXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=547784293520&ns=1&abbucket=0,138.00,485人付款,浙江 嘉兴,ER17B5701 ,鄂尔夫人 ,薄 ,其他 ,2017年夏季 ,时尚 ,花鸟图案 ,40-49周岁 ,宽松 ,单件 ,开衫 ,常规 ,立领 ,常规 ,单排扣 ,96%及以上 ,纽扣 
中年女夏装40-50岁妈妈春装两件套上衣雪纺衫2017新款母亲节衣服,https://g-search2.alicdn.com/img/bao/uploaded/i4/i4/TB1kClSRXXXXXb2XFXXXXXXXXXX_!!2-item_pic.png,https://detail.tmall.com/item.htm?id=546470316533&ns=1&abbucket=0,128.00,544人付款,湖北 武汉,WM-MYZ1619 ,纹幂 ,薄 ,聚酯 ,2017年春季 ,时尚 ,碎花 ,40-49周岁 ,宽松 ,单件 ,开衫 ,中长款 ,荷叶领 ,荷叶袖 ,单排扣 ,96%及以上 ,荷叶边 
母亲节衣服中年女衬衫短袖40-50岁修身妈妈夏装上衣中老年女衬衣,https://g-search2.alicdn.com/img/bao/uploaded/i4/i4/TB1L34xQXXXXXamXFXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=546602427707&ns=1&abbucket=0,148.00,383人付款,浙江 嘉兴,XD99 ,藏绒多斯 ,薄 ,LYCRA莱卡 ,2017年夏季 ,甜美 ,花色 ,40-49周岁 ,修身 ,单件 ,开衫 ,常规 ,POLO领 ,常规 ,单排扣 ,30%及以下 ,绣花 
中年妈妈装夏装套装40-50岁时尚2017新款T恤上衣中老年女装两件套,https://g-search3.alicdn.com/img/bao/uploaded/i4/i3/TB1cBzGQFXXXXX8aXXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=548119621910&ns=1&abbucket=0,79.00,499人付款,浙江 嘉兴,XY-LJN-358013 ,萱莹 ,薄 ,其他 ,2017年夏季 ,时尚 ,抽象图案 ,40-49周岁 ,宽松 ,两件套 ,套头 ,常规 ,其他 ,衬衫袖 ,,96%及以上 ,绣花 
新款妈妈装中老年人女装夏装短袖60奶奶装夏季衬衫老人衣服70岁80,https://g-search1.alicdn.com/img/bao/uploaded/i4/i8/TB1NcNoQXXXXXaQapXXYXGcGpXX_M2.SS2,https://item.taobao.com/item.htm?id=546702708797&ns=1&abbucket=0#detail,39.00,224人付款,江苏 苏州,,,薄,其他,"2017年春季,2017年夏季",福态,花色,60周岁以上,宽松,单件,开衫,常规,V领,常规,单排扣,,纽扣
中老年女装夏装短袖衬衫民族风老太太6070岁老人套装奶奶装两件套,https://g-search3.alicdn.com/img/bao/uploaded/i4/i4/TB1NmpvRXXXXXXHXXXXXXXXXXXX_!!0-item_pic.jpg,https://item.taobao.com/item.htm?id=550301927967&ns=1&abbucket=0#detail,65.00,108人付款,江苏 苏州,,,薄,聚酯,2017年夏季,知性,花鸟图案,60周岁以上,宽松,两件套,开衫,短款,圆领,常规,单排扣,,口袋
母亲节妈妈装夏装真丝衬衫中年T恤宽松短袖中老年女装雪纺衫上衣,https://g-search3.alicdn.com/img/bao/uploaded/i4/i1/1015359280/TB2r9jGmwxlpuFjy0FoXXa.lXXa_!!1015359280.jpg,https://item.taobao.com/item.htm?id=549128357546&ns=1&abbucket=0#detail,52.00,222人付款,浙江 杭州,,,薄,蚕丝,2017年春季,时尚,,40-49周岁,宽松,单件,套头,,半开领,,,,
中老年女装夏装真丝中年上衣短袖+裤子套装妈妈装40-50岁半袖衬衣,https://g-search1.alicdn.com/img/bao/uploaded/i4/i1/2226465584/TB2HAFCpC8mpuFjSZFMXXaxpVXa_!!2226465584.jpg,https://item.taobao.com/item.htm?id=549353473978&ns=1&abbucket=0#detail,38.00,115人付款,浙江 嘉兴,2848,,薄,"蚕丝,棉",2017年夏季,休闲,花色,40-49周岁,宽松,两件套,套头,常规,圆领,常规,,91%(含)-95%(含),纽扣
中老年春装长袖衬衫女老年人女装开衫衬衣40-50妈妈夏装加大码T恤,https://g-search1.alicdn.com/img/bao/uploaded/i4/i3/434229120/TB2a4UBoXXXXXbsXpXXXXXXXXXX_!!434229120.jpg,https://item.taobao.com/item.htm?id=527911466776&ns=1&abbucket=0#detail,38.00,310人付款,北京,,,薄,"聚酯,其他","2017年春季,2017年夏季",休闲,花色,40-49周岁,修身,单件,开衫,常规,方领,常规,单排扣,51%(含)-70%(含),纽扣
母亲节妈妈春装衬衫女中老年女装春夏七分袖衬衣上衣老年夏装女,https://g-search3.alicdn.com/img/bao/uploaded/i4/i2/TB1Nr4aRXXXXXc0XFXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=545606847790&ns=1&abbucket=0,138.00,438人付款,江苏 苏州,C-C688055 ,Ystl/雅莎天丽 ,适中 ,聚酯 ,2017年春季 ,时尚 ,花色 ,40-49周岁 ,修身 ,单件 ,开衫 ,常规 ,POLO领 ,衬衫袖 ,单排扣 ,96%及以上 ,纽扣 
中老年夏装雪纺衫短袖T恤时尚宽松大码女士套装40-50岁妈妈打底衫,https://g-search3.alicdn.com/img/bao/uploaded/i4/i2/TB1qkm7RXXXXXXUXFXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=548740617799&ns=1&abbucket=0,99.00,401人付款,湖北 武汉,Q17BW289 ,Q．PARMOE/千百萌 ,薄 ,,2017年夏季 ,时尚 ,花色 ,40-49周岁 ,宽松 ,单件 ,套头 ,常规 ,圆领 ,常规 ,,,
中老年女装春装新款七分袖薄衬衫60-70岁妈妈装老年人上衣奶奶装,https://g-search2.alicdn.com/img/bao/uploaded/i4/i4/TB1XU9LQXXXXXbgapXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=546979532182&ns=1&abbucket=0,138.00,600人付款,浙江 嘉兴,YJJ17A1722 ,YANJIJI/羊吉吉 ,薄 ,其他 ,2017年春季 ,民族风 ,复古图案 ,60周岁以上 ,宽松 ,单件 ,开衫 ,常规 ,立领 ,其他 ,,96%及以上 ,纽扣 
妈妈装春夏装新款中袖蕾丝衫T恤中老年女装宽松衬衫印花短袖上衣,https://g-search3.alicdn.com/img/bao/uploaded/i4/i3/25771445830/TB2nOdelgRkpuFjy1zeXXc.6FXa_!!25771445830.jpg,https://item.taobao.com/item.htm?id=548291156490&ns=1&abbucket=0#detail,38.80,226人付款,江苏 苏州,,,薄,雪纺,2017年春季,时尚,花色,,,单件,,,,,,,
奶奶装夏装短袖套装中老年人女装纯棉衬衫妈妈装60-70岁老人衣服,https://g-search3.alicdn.com/img/bao/uploaded/i4/i1/TB15BsgQFXXXXauXVXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=549051252780&ns=1&abbucket=0,128.00,266人付款,浙江 嘉兴,CBZ17NQ4833 ,CABENZIOE/卡贝姿 ,薄 ,纯棉 ,2017年夏季 ,民族风 ,花鸟图案 ,60周岁以上 ,修身 ,两件套 ,开衫 ,常规 ,圆领 ,常规 ,单排扣 ,96%及以上 ,绣花 
夏天妈妈衣服奶奶装60岁70中老年人女装春装夏装长袖80老太太衬衫,https://g-search3.alicdn.com/img/bao/uploaded/i4/i4/559152943/TB243w8ketTMeFjSZFOXXaTiVXa_!!559152943.jpg,https://item.taobao.com/item.htm?id=547264759247&ns=1&abbucket=0#detail,29.00,267人付款,江苏 苏州,,,适中,其他,2017年春季,时尚,花色,60周岁以上,宽松,两件套,开衫,常规,POLO领,常规,单排扣,,口袋
福玛玛中老年女装短袖立领雪纺修身衬衫中年知性妈妈装夏装上衣,https://g-search2.alicdn.com/img/bao/uploaded/i4/i3/TB113QNQVXXXXcfXFXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=545389873607&ns=1&abbucket=0,178.00,450人付款,浙江 杭州,T7102T0295 ,福玛玛 ,,聚酯 ,2017年春季 ,知性 ,,40-49周岁 ,修身 ,单件 ,套头 ,,,,,96%及以上 ,
妈妈装夏装短袖T恤中老年雪纺袖打底衫中年人女装40-50岁大码上衣,https://g-search2.alicdn.com/img/bao/uploaded/i4/i1/TB1G2k_QpXXXXcDXVXXYXGcGpXX_M2.SS2,https://item.taobao.com/item.htm?id=546635766337&ns=1&abbucket=0#detail,39.00,403人付款,江苏 苏州,2017h27,,适中,"聚酯,其他","2017年春季,2017年夏季",时尚,纯色,40-49周岁,宽松,单件,套头,,POLO领,衬衫袖,,,
真丝衬衫女长袖重磅桑蚕丝上衣2017春装中年妈妈装印花宽松 大码,https://g-search1.alicdn.com/img/bao/uploaded/i4/i1/TB1Q8eRQXXXXXXOXXXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=545993588367&ns=1&abbucket=0,298.00,506人付款,浙江 杭州,2003 ,城市海岸 ,适中 ,蚕丝 ,2017年春季 ,高贵 ,其他 ,,修身 ,单件 ,开衫 ,常规 ,POLO领 ,衬衫袖 ,单排扣 ,91%(含)-95%(含) ,
特价春夏季新品时尚妈妈装真丝衬衣七分袖桑蚕丝中老年女装衬衫女,https://g-search1.alicdn.com/img/bao/uploaded/i4/i1/2263910592/TB2eYC4nbVkpuFjSspcXXbSMVXa_!!2263910592.jpg,https://item.taobao.com/item.htm?id=549565266261&ns=1&abbucket=0#detail,68.00,130人付款,浙江 嘉兴,JCC 1702,,适中,其他,2017年春季,时尚,花鸟图案,40-49周岁,宽松,单件,开衫,常规,POLO领,常规,,30%及以下,纽扣
天天特价中老年女装七分袖衬衣薄显瘦妈妈装春夏大码衬衫短款上衣,https://g-search3.alicdn.com/img/bao/uploaded/i4/i4/2264401678/TB29IZ9hY8kpuFjy0FcXXaUhpXa_!!2264401678.jpg,https://item.taobao.com/item.htm?id=546633772210&ns=1&abbucket=0#detail,35.00,283人付款,北京,,,薄,聚酯,"2017年夏季,2017年春季",休闲,碎花,50-59周岁,修身,单件,开衫,短款,方领,常规,单排扣,,绣花
中老年女装夏装假两件套短袖雪纺衫40-50岁妈妈装T恤上衣衬衫套装,https://g-search1.alicdn.com/img/bao/uploaded/i4/i4/2037403603/TB2nqYvphhmpuFjSZFyXXcLdFXa_!!2037403603.jpg,https://item.taobao.com/item.htm?id=549192869010&ns=1&abbucket=0#detail,59.00,326人付款,江苏 苏州,963844,,适中,"聚酯,雪纺",2017年夏季,知性,大花,40-49周岁,,两件套,套头,常规,圆领,常规,,,纽扣
妈妈装春装长袖衬衫中长款中老年女装套装40-50岁中年人打底衫T恤,https://g-search3.alicdn.com/img/bao/uploaded/i4/i2/2476181171/TB2pQc9jCVmpuFjSZFFXXcZApXa_!!2476181171.jpg,https://item.taobao.com/item.htm?id=546921086982&ns=1&abbucket=0#detail,49.00,676人付款,江苏 苏州,,,,聚酯,2017年春季,新潮,花色,40-49周岁,宽松,假两件,套头,中长款,POLO领,常规,,,
妈妈夏装雪纺衬衫2017新款中老年40岁50母亲节中年女装夏季上衣服,https://g-search3.alicdn.com/img/bao/uploaded/i4/i2/TB1V_v6RXXXXXcqXpXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=548161555720&ns=1&abbucket=0,118.00,690人付款,湖北 武汉,LN4601 ,欧芮嘉 ,薄 ,其他 ,2017年夏季 ,时尚 ,花色 ,40-49周岁 ,宽松 ,单件 ,开衫 ,中长款 ,POLO领 ,衬衫袖 ,单排扣 ,31%(含)-50%(含) ,纽扣 
中老年人女装春装纯棉衬衣妈妈装薄款上衣老人衣服奶奶装长袖衬衫,https://g-search2.alicdn.com/img/bao/uploaded/i4/i2/2456241514/TB2BbSmfstnpuFjSZFvXXbcTpXa_!!2456241514.jpg,https://item.taobao.com/item.htm?id=545285231407&ns=1&abbucket=0#detail,85.00,439人付款,浙江 嘉兴,zln389,织冷暖,适中,"棉,其他",2017年春季,朴实,花色,60周岁以上,宽松,单件,开衫,常规,方领,常规,单排扣,51%(含)-70%(含),纽扣
中老年女装春秋装中国风大码妈妈装衬衫短款老人衣服奶奶装上衣薄,https://g-search2.alicdn.com/img/bao/uploaded/i4/i3/TB1M5gKQXXXXXadaXXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=547280057893&ns=1&abbucket=0,158.00,555人付款,浙江 嘉兴,YJJ17A7081 ,YANJIJI/羊吉吉 ,适中 ,其他 ,2017年春季 ,民族风 ,纯色 ,60周岁以上 ,宽松 ,单件 ,开衫 ,常规 ,圆领 ,常规 ,单排扣 ,96%及以上 ,绣花 
中老年女装春夏装宽松T恤加肥加大码胖妈妈装韩版雪纺衫长袖衬衫,https://g-search3.alicdn.com/img/bao/uploaded/i4/i1/877784110/TB2Tyhlo5pnpuFjSZFIXXXh2VXa_!!877784110.jpg,https://item.taobao.com/item.htm?id=546888765426&ns=1&abbucket=0#detail,98.00,449人付款,福建 福州,BW-A0002,北纬时光,薄,"涤纶,其他","2017年春季,2017年夏季",时尚,纯色,40-49周岁,宽松,单件,套头,中长款,POLO领,衬衫袖,,,纽扣
新款夏季中老年女装衬衫40岁妈妈夏装衬衣中袖薄中年女夏装衬衣薄,https://g-search1.alicdn.com/img/bao/uploaded/i4/i2/TB1mx1YQVXXXXamXpXXYXGcGpXX_M2.SS2,https://item.taobao.com/item.htm?id=545627525841&ns=1&abbucket=0#detail,39.90,667人付款,北京,,,薄,聚酯,2017年夏季,通勤,抽象图案,50-59周岁,宽松,单件,开衫,常规,POLO领,常规,单排扣,,
2017新款40-50岁妈妈装夏装短袖T恤中老年上衣服中年女装雪纺衬衫,https://g-search3.alicdn.com/img/bao/uploaded/i4/i3/TB1lJ7GQVXXXXXzapXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=544958278250&ns=1&abbucket=0,68.00,587人付款,江苏 苏州,T9641 ,依安雅 ,适中 ,聚酯 ,2017年春季 ,时尚 ,其他 ,40-49周岁 ,修身 ,单件 ,套头 ,中长款 ,V领 ,常规 ,,96%及以上 ,纽扣 
迪葵纳中老年女装夏装新款中年妈妈装上衣雪纺衬衫WD6833轩0418,https://g-search3.alicdn.com/img/bao/uploaded/i4/i1/TB1J.9IQFXXXXb_XXXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=548639929314&ns=1&abbucket=0,129.00,379人付款,山东 济南,WD6833 ,De quanna/迪葵纳 ,薄 ,聚酯 ,2017年夏季 ,时尚 ,复古图案 ,40-49周岁 ,修身 ,单件 ,开衫 ,常规 ,圆领 ,常规 ,单排扣 ,96%及以上 ,纽扣 
妈妈装夏装短袖T恤雪纺衫中老年人大码上衣中年女装套装衬衫薄款,https://g-search3.alicdn.com/img/bao/uploaded/i4/i4/TB1gaN.QFXXXXaRXXXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=547724699722&ns=1&abbucket=0,79.00,444人付款,江苏 苏州,OLY-BD3465-03 ,欧力羽 ,适中 ,聚酯 ,2017年夏季 ,休闲 ,花色 ,40-49周岁 ,直筒 ,单件 ,开衫 ,常规 ,V领 ,,单排扣 ,96%及以上 ,褶皱 
60-70岁奶奶装纯棉衬衫长袖老年人夏装女春夏上衣80岁老太太短袖,https://g-search3.alicdn.com/img/bao/uploaded/i4/i1/1870970775/TB2foqzokqvpuFjSZFhXXaOgXXa_!!1870970775.jpg,https://item.taobao.com/item.htm?id=543996722438&ns=1&abbucket=0#detail,98.00,341人付款,山东 青岛,,,薄,纯棉,"2017年春季,2017年夏季",民族风,其他,60周岁以上,宽松,单件,开衫,常规,POLO领,常规,单排扣,,绣花
提花桑蚕丝中老年女装夏装上衣妈妈装真丝衬衫短袖大码宽松2017新,https://g-search3.alicdn.com/img/bao/uploaded/i4/i4/TB1nNzFQpXXXXb0aXXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=546700677166&ns=1&abbucket=0,298.00,472人付款,浙江 杭州,2072 ,城市海岸 ,,蚕丝 ,2017年春季 ,时尚 ,花色 ,,宽松 ,单件 ,开衫 ,常规 ,POLO领 ,,,91%(含)-95%(含) ,纽扣 
中老年衬衫女长袖全棉妈妈衬衣中年女装春装2017新款潮奶奶装夏装,https://g-search1.alicdn.com/img/bao/uploaded/i4/i2/TB1yVP9QXXXXXb7XVXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=544540318712&ns=1&abbucket=0,119.00,455人付款,湖北 武汉,MLYD2017CS054 ,曼丽依都 ,适中 ,纯棉 ,2017年春季 ,休闲 ,格子 ,50-59周岁 ,宽松 ,单件 ,开衫 ,常规 ,POLO领 ,衬衫袖 ,单排扣 ,96%及以上 ,纽扣 
千百怡恋胖妈妈装夏装雪纺衬衫中年女装中袖两件套装女母亲节衣服,https://g-search2.alicdn.com/img/bao/uploaded/i4/i4/TB1.v7IQVXXXXXuXXXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=548139780992&ns=1&abbucket=0,138.00,309人付款,上海,Q7TA199 ,千百·怡恋 ,薄 ,聚酯 ,2017年夏季 ,时尚 ,大花 ,40-49周岁 ,宽松 ,两件套 ,开衫 ,中长款 ,POLO领 ,衬衫袖 ,单排扣 ,96%及以上 ,纽扣 
中式奶奶夏装衬衣60岁中老年人女装老人衣服妈妈中袖春装老太太70,https://g-search3.alicdn.com/img/bao/uploaded/i4/i2/TB1mSRaQpXXXXXPXFXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=545739307632&ns=1&abbucket=0,128.00,405人付款,浙江 金华,L-XHCS ,大唐夫人 ,适中 ,聚酯 ,2017年春季 ,知性 ,花鸟图案 ,60周岁以上 ,宽松 ,单件 ,开衫 ,常规 ,圆领 ,常规 ,单排扣 ,96%及以上 ,纽扣 
母亲节妈妈夏天短袖衬衫中老年女装格子t恤上衣2017夏装新款衣服,https://g-search2.alicdn.com/img/bao/uploaded/i4/i4/TB162j_RXXXXXasXVXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=549019709444&ns=1&abbucket=0,98.00,565人付款,浙江 嘉兴,slf/2017041907 ,淑丽坊 ,薄 ,其他 ,2017年夏季 ,休闲 ,格子 ,40-49周岁 ,宽松 ,单件 ,开衫 ,常规 ,POLO领 ,常规 ,单排扣 ,96%及以上 ,纽扣 
籽煊中老年女装大码新款九分袖衬衣妈妈装中年中长款上衣T恤春装,https://g-search2.alicdn.com/img/bao/uploaded/i4/i1/TB17lItPVXXXXXYapXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=546600835997&ns=1&abbucket=0,129.00,621人付款,湖北 武汉,ZX17A14030 ,籽煊 ,适中 ,聚酯 ,2017年春季 ,时尚 ,纯色 ,40-49周岁 ,宽松 ,单件 ,套头 ,常规 ,POLO领 ,衬衫袖 ,三粒扣 ,51%(含)-70%(含) ,褶皱 
香颜中老年女装夏装T恤雪纺衬衣妈妈装新款大码中长款休闲衬衫夏,https://g-search2.alicdn.com/img/bao/uploaded/i4/i4/TB1AT9OQpXXXXcPXVXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=547908887046&ns=1&abbucket=0,148.00,403人付款,浙江 嘉兴,XYQMC1708 ,香颜 ,适中 ,聚酯 ,2017年春季 ,时尚 ,复古图案 ,40-49周岁 ,修身 ,单件 ,套头 ,中长款 ,V领 ,喇叭袖 ,,96%及以上 ,纽扣 
中老年人女装春装衬衫母亲节妈妈夏装两件套装50岁60奶奶装衣服70,https://g-search1.alicdn.com/img/bao/uploaded/i4/i2/TB1p.ClQFXXXXbEaXXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=546724848396&ns=1&abbucket=0,138.00,424人付款,浙江 嘉兴,WY5706 ,韶妃 ,薄 ,其他 ,2017年春季 ,知性 ,花色 ,50-59周岁 ,宽松 ,单件 ,开衫 ,常规 ,圆领 ,,单排扣 ,96%及以上 ,纽扣 
妈妈装春装长袖t恤时尚宽松中老年衬衣中长款打底衫中年女装套装,https://g-search3.alicdn.com/img/bao/uploaded/i4/i4/TB1UqSvNXXXXXXkXVXXXXXXXXXX_!!0-item_pic.jpg,https://item.taobao.com/item.htm?id=538083270260&ns=1&abbucket=0#detail,68.00,573人付款,江苏 苏州,Z301030,,适中,棉,2017年春季,时尚,花色,40-49周岁,宽松,单件,套头,中长款,V领,常规,,81%(含)-90%(含),纽扣
中老年女装春装女长袖女衬衫 40-50岁妈妈装夏装衬衣服中年老年人,https://g-search2.alicdn.com/img/bao/uploaded/i4/i3/2204207656/TB2qaZZiYBmpuFjSZFAXXaQ0pXa_!!2204207656.jpg,https://item.taobao.com/item.htm?id=546701062033&ns=1&abbucket=0#detail,35.00,306人付款,北京,BK555,,薄,"聚酯,其他","2017年春季,2017年夏季",休闲,花色,40-49周岁,修身,单件,开衫,常规,POLO领,常规,单排扣,96%及以上,纽扣
母亲节胖妈妈夏装中长款开衫薄40-50岁雪纺衬衫加肥加大码中老年,https://g-search2.alicdn.com/img/bao/uploaded/i4/i3/TB10S1pRXXXXXciapXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=529452911849&ns=1&abbucket=0,98.00,485人付款,湖北 武汉,KLNG16322 ,凯利娜格 ,,聚酯 ,2017年春季 ,通勤 ,花色 ,40-49周岁 ,宽松 ,单件 ,开衫 ,中长款 ,POLO领 ,常规 ,单排扣 ,96%及以上 ,纽扣 
乐卡索妈妈装夏装衬衫短袖假两件中老年女装大码连衣裙中年雪纺衫,https://g-search1.alicdn.com/img/bao/uploaded/i4/i2/TB1Uxx_QpXXXXaSapXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=547777727061&ns=1&abbucket=0,159.00,462人付款,上海,L170481716 ,乐卡索 ,,其他 ,2017年夏季 ,时尚 ,圆点 ,40-49周岁 ,宽松 ,假两件 ,套头 ,中长款 ,POLO领 ,常规 ,,96%及以上 ,
