宝贝标题,图片Url,详情页Url,价格,销量,位置,货号,品牌,厚薄,面料,年份季节,中老年风格,中老年女装图案,适用年龄,服装版型,组合形式,穿着方式,衣长,领型,袖型,衣门襟,成分含量,服装款式细节
中老年女装夏装套装中年人短袖T恤40-50岁母亲节衣服妈妈装两件套,https://g-search2.alicdn.com/img/bao/uploaded/i4/i2/TB1KcVZQpXXXXbnaFXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=530363964397&ns=1&abbucket=0,79,2685人付款,江苏苏州,YSB16C180,衣是宝,薄,聚酯,2017年夏季,时尚,花色,40-49周岁,宽松,两件套,套头,中长款,POLO领,常规,三粒扣,96%及以上,纽扣
胖妈妈大码女装2017夏装新款短袖t恤中老年女装200斤加肥加大上衣,https://g-search1.alicdn.com/img/bao/uploaded/i4/i1/TB1HffBQXXXXXaeXVXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=547129893926&ns=1&abbucket=0,148,1641人付款,浙江嘉兴,QL-A139,晴旅,薄,其他,2017年夏季,时尚,纯色,40-49周岁,宽松,单件,套头,,圆领,常规,,96%及以上,镶钻
中老年女装夏季套装中年人短袖T恤上衣+裤子妈妈装夏装棉麻两件套,https://g-search3.alicdn.com/img/bao/uploaded/i4/i3/TB15ywnKXXXXXXjXFXXXXXXXXXX_!!0-item_pic.jpg,https://item.taobao.com/item.htm?id=545873982674&ns=1&abbucket=0#detail,38,1649人付款,江苏苏州,550819385,,薄,棉麻,2017年夏季,时尚,花色,50-59周岁,宽松,两件套,套头,常规,圆领,常规,三粒扣,96%及以上,纽扣
妈妈装夏装上衣40-50岁中年女装雪纺T恤女时尚短袖套装2017新款夏,https://g-search3.alicdn.com/img/bao/uploaded/i4/i4/TB125NgQVXXXXX3aXXXXXXXXXXX_!!0-item_pic.jpg,https://item.taobao.com/item.htm?id=549405874171&ns=1&abbucket=0#detail,69,1612人付款,江苏苏州,Z202323,,适中,雪纺,2017年夏季,时尚,纯色,40-49周岁,宽松,单件,套头,中长款,圆领,常规,,71%(含)-80%(含),
中年妈妈装夏装两件套装中老年女装夏季短袖t恤新款上衣40-50岁60,https://g-search3.alicdn.com/img/bao/uploaded/i4/i3/2376849407/TB2qxFAmYJmpuFjSZFwXXaE4VXa_!!2376849407.jpg,https://item.taobao.com/item.htm?id=548161740462&ns=1&abbucket=0#detail,29,1370人付款,江苏苏州,,,薄,其他,2017年夏季,民族风,花鸟图案,50-59周岁,修身,两件套,,常规,圆领,常规,,71%(含)-80%(含),
2017夏装新款胖妈妈装短袖针织衫女中老年妇女装冰丝上衣半袖t恤,https://g-search3.alicdn.com/img/bao/uploaded/i4/i3/TB1v93YQVXXXXc.XVXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=547829324921&ns=1&abbucket=0,128,1671人付款,浙江嘉兴,17PML99670,帕米拉,薄,其他,2017年夏季,休闲,纯色,40-49周岁,宽松,单件,套头,常规,圆领,常规,,96%及以上,绣花
母亲节衣服夏季妈妈夏装套装中年女装两件套4050岁时尚t恤女短袖,https://g-search2.alicdn.com/img/bao/uploaded/i4/i1/TB13TpHRXXXXXXoXpXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=550160880554&ns=1&abbucket=0,98,1356人付款,江苏苏州,MS-JUFR713,妙素,薄,其他,2017年夏季,时尚,条纹,40-49周岁,宽松,两件套,套头,常规,V领,,,96%及以上,纽扣
中老年女装夏季短袖老年人40-50岁大码T恤中年女60妈妈装夏装套装,https://g-search3.alicdn.com/img/bao/uploaded/i4/i3/TB1IUlmKVXXXXaLXpXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=44711704984&ns=1&abbucket=0,69,1433人付款,江苏苏州,HW16C0122,航旺,薄,其他,2017年夏季,民族风,花色,50-59周岁,宽松,两件套,套头,常规,圆领,插肩袖,,96%及以上,口袋
妈妈装夏装套装40-50岁两件套老年人短袖雪纺T恤衫+裤子中年女装,https://g-search3.alicdn.com/img/bao/uploaded/i4/i2/TB1zCCTQpXXXXbWXFXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=39207479010&ns=1&abbucket=0,69,2769人付款,上海,M172-065,麦子熟了,薄,聚酯,2017年夏季,民族风,花色,50-59周岁,宽松,两件套,套头,常规,圆领,常规,,96%及以上,
母亲节中老年人女装短袖t恤40-50岁妈妈装夏装两件套装中年女上衣,https://g-search2.alicdn.com/img/bao/uploaded/i4/i1/55956373/TB2vMsLmSBjpuFjy1XdXXaooVXa_!!55956373.jpg,https://item.taobao.com/item.htm?id=549309800356&ns=1&abbucket=0#detail,148,1543人付款,浙江嘉兴,HW-871586,名人衣绣,薄,其他,2017年夏季,知性,其他,40-49周岁,宽松,两件套,套头,常规,圆领,常规,,71%(含)-80%(含),
中年女夏季套装大码雪纺衫上衣+裤子两件套40岁妈妈装夏装印花t恤,https://g-search3.alicdn.com/img/bao/uploaded/i4/i2/TB1.mVNQVXXXXb3XFXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=549455650041&ns=1&abbucket=0,138,2091人付款,浙江嘉兴,JH17B99181,简狐,,聚酯,2017年夏季,时尚,格子,40-49周岁,宽松,两件套,套头,常规,其他,喇叭袖,,96%及以上,纽扣
母亲节中老年女装夏装套装短袖T恤雪纺衫40-50女妈妈装夏装两件套,https://g-search3.alicdn.com/img/bao/uploaded/i4/i1/2903102014/TB2j0IzqNBmpuFjSZFDXXXD8pXa_!!2903102014.jpg,https://item.taobao.com/item.htm?id=546343161127&ns=1&abbucket=0#detail,29.9,1463人付款,江苏苏州,171314,自主品牌,薄,"雪纺,棉,其他",2017年夏季,休闲,花色,40-49周岁,宽松,两件套,套头,常规,圆领,常规,,,镶钻
中老年女夏装雪纺裙子短袖t恤40-50岁妈妈装母亲节衣服夏季连衣裙,https://g-search2.alicdn.com/img/bao/uploaded/i4/i4/TB1K.EWQFXXXXc1XpXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=549291571199&ns=1&abbucket=0,148,1900人付款,江苏苏州,CS-YB9J204,芬典,适中,聚酯,2017年夏季,时尚,纯色,,修身,单件,套头,中长款,POLO领,常规,,96%及以上,
妈妈装夏装套装中老年棉麻T恤女中年时尚短袖老人两件套40-50岁60,https://g-search2.alicdn.com/img/bao/uploaded/i4/i4/2870691918/TB2oE_LpeJ8puFjy1XbXXagqVXa_!!2870691918.jpg,https://item.taobao.com/item.htm?id=548710195800&ns=1&abbucket=0#detail,37,1656人付款,江苏苏州,,other/其他,薄,棉麻,2017年夏季,民族风,花鸟图案,40-49周岁,宽松,两件套,套头,短款,圆领,其他,三粒扣,81%(含)-90%(含),绣花
中老年女装夏装套装母亲节衣服夏季中年妈妈装短袖t恤40-50岁时尚,https://g-search1.alicdn.com/img/bao/uploaded/i4/i1/TB1mBV5QVXXXXbBXFXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=44412939557&ns=1&abbucket=0,68,4163人付款,浙江嘉兴,LQ15B090,辣秋,薄,聚酯,2016年夏季,时尚,其他,40-49周岁,宽松,两件套,套头,常规,圆领,常规,,96%及以上,口袋
母亲节妈妈装夏装套装40-50岁中老年宽松休闲大码新款T恤两件套,https://g-search3.alicdn.com/img/bao/uploaded/i4/i1/TB15ia5RXXXXXcBapXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=549299317629&ns=1&abbucket=0,98,4322人付款,浙江宁波,SHM217-TZX2,水卉曼,薄,聚酯,2017年夏季,休闲,花色,40-49周岁,宽松,两件套,套头,中长款,圆领,常规,单排扣,96%及以上,纽扣
中年春装两件套装40岁妈妈夏装中老年人女装短袖t恤雪纺衫+阔腿裤,https://g-search3.alicdn.com/img/bao/uploaded/i4/i3/TB1Y6kEQFXXXXXKXVXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=544507547634&ns=1&abbucket=0,129,2021人付款,浙江杭州,P712206G1,胖织缘福,适中,聚酯,2017年春季,时尚,复古图案,40-49周岁,宽松,两件套,套头,常规,POLO领,常规,,96%及以上,纽扣
中年女春装40-50岁妈妈夏装上衣女2017新款T恤时尚针织衫套装小衫,https://g-search3.alicdn.com/img/bao/uploaded/i4/i4/TB1I66mQVXXXXaCaXXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=549869522410&ns=1&abbucket=0,99,1483人付款,浙江嘉兴,f1727,羊村衣舍,薄,聚酯,2017年夏季,时尚,纯色,,宽松,两件套,套头,常规,圆领,常规,,96%及以上,绣花
母亲节衣服夏季胖妈妈装夏装雪纺衫中长款t恤中老年衬衫春装上衣,https://g-search1.alicdn.com/img/bao/uploaded/i4/i1/TB1nuv_QXXXXXahXFXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=547255555266&ns=1&abbucket=0,129,2111人付款,湖北武汉,QX-17B309,琴弦,薄,聚酯,2017年夏季,时尚,花色,40-49周岁,宽松,单件,套头,中长款,V领,常规,,96%及以上,纱网
中老年女装七分袖衬衫妈妈装夏装长袖衬衣60-70岁老年人春装女T恤,https://g-search3.alicdn.com/img/bao/uploaded/i4/i3/TB1a3_sQVXXXXbxapXXXXXXXXXX_!!0-item_pic.jpg,https://item.taobao.com/item.htm?id=549964803386&ns=1&abbucket=0#detail,39,1214人付款,江苏苏州,718,,薄,"腈纶,聚酯",2017年夏季,时尚,花色,40-49周岁,修身,单件,开衫,短款,POLO领,常规,单排扣,91%(含)-95%(含),荷叶边
中老年女装夏装新款短袖T恤雪纺衫中年妈妈装夏季40-50岁大码上衣,https://g-search1.alicdn.com/img/bao/uploaded/i4/i4/TB13JRtMFXXXXaGXXXXYXGcGpXX_M2.SS2,https://item.taobao.com/item.htm?id=524804941145&ns=1&abbucket=0#detail,19.6,978人付款,江苏苏州,,重拾青春,薄,"雪纺,聚酯,其他","2017年春季,2017年夏季",通勤,花色,40-49周岁,宽松,单件,套头,常规,圆领,常规,,,绣花
新款中老年妈妈装衬衫上衣夏装宽松大码衬衣t恤衫老人短袖开衫,https://g-search1.alicdn.com/img/bao/uploaded/i4/i4/833616988/TB26blSmFXXXXbWXpXXXXXXXXXX_!!833616988.jpg,https://item.taobao.com/item.htm?id=527162742577&ns=1&abbucket=0#detail,35,1585人付款,北京,xw05,other/其他,适中,棉纶,"2017年春季,2017年夏季",休闲,其他,,修身,单件,开衫,常规,,常规,单排扣,96%及以上,
2017夏装短袖T恤衫雪纺衫中老年女装40-50岁胖妈妈装大码宽松上衣,https://g-search1.alicdn.com/img/bao/uploaded/i4/i3/TB1gFjgQXXXXXbHXVXXYXGcGpXX_M2.SS2,https://detail.tmall.com/item.htm?id=547096299498&ns=1&abbucket=0,148,1954人付款,浙江嘉兴,BD17BY91806,bodycolor/芭蒂卡,超薄,聚酯,2017年夏季,知性,花鸟图案,40-49周岁,宽松,单件,套头,常规,圆领,蝙蝠袖,,96%及以上,镶钻
中老年短袖t恤女妈妈装夏装套装时髦休闲中年两件套40-50岁上衣,https://g-search2.alicdn.com/img/bao/uploaded/i4/i3/TB1wvY6QFXXXXctXXXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=548949803974&ns=1&abbucket=0,98,1750人付款,浙江嘉兴,C-Y-XRX923,言情之音,适中,亚麻,2017年夏季,时尚,花色,40-49周岁,宽松,两件套,套头,常规,圆领,常规,,30%及以下,
母亲节衣服夏季2017新款中老年女装夏装短袖中年妈妈40-50岁套装,https://g-search3.alicdn.com/img/bao/uploaded/i4/i2/TB1I59OQVXXXXacaXXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=547339272357&ns=1&abbucket=0,69.12,2136人付款,江苏苏州,SYMR-8220013,索颜美人,薄,聚酯,2017年夏季,时尚,花色,40-49周岁,宽松,单件,套头,中长款,圆领,常规,,96%及以上,
2017夏季新款潮妈妈夏装套装大码中老年女装雪纺衫t恤裤子两件套,https://g-search2.alicdn.com/img/bao/uploaded/i4/i2/TB1IDxGQVXXXXbeXVXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=549433197250&ns=1&abbucket=0,138,1772人付款,浙江嘉兴,JH17B99181-1,简狐,,聚酯,2017年夏季,时尚,格子,40-49周岁,宽松,两件套,套头,常规,其他,喇叭袖,,96%及以上,纽扣
中老年女装春夏装雪纺针织衫七分袖上衣40-50岁妈妈春装纱袖T恤,https://g-search3.alicdn.com/img/bao/uploaded/i4/i1/2460358336/TB2SaNJkVXXXXatXXXXXXXXXXXX_!!2460358336.jpg,https://item.taobao.com/item.htm?id=527507331099&ns=1&abbucket=0#detail,59,2198人付款,浙江嘉兴,1831,言香,适中,其他,2017年夏季,时尚,花色,,宽松,单件,套头,常规,圆领,常规,,31%(含)-50%(含),镶钻
中老年女装薄款休闲印花短袖T恤妈妈装宽松圆领套装七分裤50-60岁,https://g-search3.alicdn.com/img/bao/uploaded/i4/i1/TB1_vF6QFXXXXXaXVXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=548192490479&ns=1&abbucket=0,49.41,2609人付款,江苏苏州,D248,奥可蔓,薄,其他,2017年夏季,休闲,花鸟图案,50-59周岁,宽松,单件,套头,常规,圆领,常规,,96%及以上,纱网
母亲节中老年妈妈夏装短袖T恤冰丝40-50岁夏季中年人妇女装上衣服,https://g-search3.alicdn.com/img/bao/uploaded/i4/i2/1055673349/TB2x0YolmVmpuFjSZFFXXcZApXa_!!1055673349.jpg,https://item.taobao.com/item.htm?id=532171337789&ns=1&abbucket=0#detail,108,1603人付款,浙江嘉兴,,,薄,"聚酯,蚕丝",2017年夏季,知性,花色,40-49周岁,宽松,单件,套头,常规,圆领,常规,,96%及以上,镶钻
中老年女装短袖套装40-50岁妈妈装夏装大码上衣t恤+裤子中年夏季,https://g-search2.alicdn.com/img/bao/uploaded/i4/i3/2910106359/TB2yh5pfiC9MuFjSZFoXXbUzFXa_!!2910106359.jpg,https://item.taobao.com/item.htm?id=547300553011&ns=1&abbucket=0#detail,39.9,1001人付款,浙江嘉兴,星百合花,,薄,"聚酯,其他",2017年夏季,时尚,大花,40-49周岁,宽松,两件套,套头,常规,圆领,蝙蝠袖,,71%(含)-80%(含),
中老年女装雪纺衫t恤中年衬衫衣服女春装2017新款潮妈妈夏装上衣,https://g-search2.alicdn.com/img/bao/uploaded/i4/i4/TB1DCIPPFXXXXc.XXXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=545809629471&ns=1&abbucket=0,179,2520人付款,浙江嘉兴,YOR-7026,丹丽特,适中,其他,2017年春季,时尚,花色,40-49周岁,宽松,单件,套头,中长款,POLO领,常规,,96%及以上,纽扣
妈妈装夏装套装40-50岁两件套老年人短袖大码T恤衫+裤子中年女装,https://g-search2.alicdn.com/img/bao/uploaded/i4/i3/TB1WLmMQpXXXXcYXFXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=44823454380&ns=1&abbucket=0,79,2611人付款,上海,M172-078,麦子熟了,薄,其他,2017年夏季,时尚,花色,40-49周岁,宽松,两件套,套头,常规,圆领,蝙蝠袖,,96%及以上,
中老年女装2017新款休闲运动套装女30中年妈妈夏装大码t恤40岁50,https://g-search2.alicdn.com/img/bao/uploaded/i4/i3/TB17HbzRXXXXXX4aVXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=549366105899&ns=1&abbucket=0,149,1744人付款,湖北武汉,01TZ168,顶慕,适中,聚酯,2017年夏季,时尚,条纹,40-49周岁,直筒,两件套,套头,常规,连帽,常规,,31%(含)-50%(含),口袋
艾雀2017新款中老年女装宽松夏装短袖T恤中年妈妈时尚半袖上衣服,https://g-search3.alicdn.com/img/bao/uploaded/i4/i1/TB1JnS0PXXXXXaJapXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=544462529943&ns=1&abbucket=0,108,2306人付款,江苏苏州,MT2102,艾雀,适中,腈纶,2017年春季,时尚,纯色,40-49周岁,修身,单件,套头,常规,V领,常规,,51%(含)-70%(含),
母亲节中老年女装新款夏装休闲运动套装中年妈妈装短袖T恤女裤子,https://g-search2.alicdn.com/img/bao/uploaded/i4/i4/TB12CNrQFXXXXaXXFXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=547904799621&ns=1&abbucket=0,179,1678人付款,湖北武汉,ZX17B12222,籽煊,薄,棉,2017年夏季,运动,纯色,40-49周岁,宽松,两件套,套头,,圆领,常规,,81%(含)-90%(含),口袋
妈妈装夏装套装中老年女装短袖两件套中年妇女上衣T恤40-50岁裤子,https://g-search1.alicdn.com/img/bao/uploaded/i4/i2/TB1xasTQFXXXXXiXpXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=549240603582&ns=1&abbucket=0,69.5,989人付款,江苏苏州,YM00417,御曼,薄,聚酯,2017年夏季,休闲,花色,40-49周岁,宽松,两件套,套头,常规,圆领,常规,,96%及以上,纱网
新款中老年女装春夏装圆领打底衫妈妈装中袖宽松上衣中年人t恤衫,https://g-search1.alicdn.com/img/bao/uploaded/i4/i2/TB1qERsQFXXXXXpXVXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=546499743729&ns=1&abbucket=0,39,2048人付款,江苏苏州,XNFH-916,夏奈凤凰,薄,其他,2017年春季,时尚,纯色,40-49周岁,宽松,单件,套头,常规,圆领,常规,,96%及以上,
2017新款中老年女装t恤时尚中年女夏装针织上衣妈妈装春装打底衫,https://g-search3.alicdn.com/img/bao/uploaded/i4/i3/TB1gArYPVXXXXcCapXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=546428428734&ns=1&abbucket=0,148,2533人付款,浙江嘉兴,M1621-DS,岚之秋,薄,其他,2017年夏季,时尚,动物图案,40-49周岁,宽松,单件,套头,常规,圆领,灯笼袖,,96%及以上,钉珠
母亲节中老年女装夏装新款时尚V领T恤裤子妈妈装中年休闲运动套装,https://g-search2.alicdn.com/img/bao/uploaded/i4/i2/TB1LThhRXXXXXcyXXXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=549323166588&ns=1&abbucket=0,199,1702人付款,湖北武汉,ZX17BO7777,籽煊,薄,聚酯,2017年夏季,时尚,其他,40-49周岁,宽松,单件,套头,常规,V领,,,81%(含)-90%(含),
中老年女装夏装短袖套装40-50岁妈妈装大码雪纺衫上衣裤子两件套,https://g-search3.alicdn.com/img/bao/uploaded/i4/i4/2023990340/TB2qjrvmxBmpuFjSZFsXXcXpFXa_!!2023990340.jpg,https://item.taobao.com/item.htm?id=547991908617&ns=1&abbucket=0#detail,58,1490人付款,江苏苏州,YBD-F25,,薄,雪纺,2017年夏季,时尚,千鸟纹,40-49周岁,宽松,两件套,套头,常规,圆领,常规,,96%及以上,
中年女夏装2017新款T恤妈妈装春装衬衫中老年女装40-50岁短袖上衣,https://g-search2.alicdn.com/img/bao/uploaded/i4/i2/TB1Kq8wQXXXXXcbapXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=546734240876&ns=1&abbucket=0,88,2518人付款,江苏无锡,MC-18009,MeiguiRose/玫瑰露丝,薄,LYCRA莱卡,2017年春季,时尚,纯色,40-49周岁,宽松,单件,开衫,常规,POLO领,衬衫袖,单排扣,30%及以下,纽扣
母亲节衣服夏季妈妈装夏装套装中老年女装夏装短袖T恤雪纺衫上衣,https://g-search3.alicdn.com/img/bao/uploaded/i4/i4/TB1wACsQVXXXXXeXpXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=547114704349&ns=1&abbucket=0,89,1736人付款,江苏苏州,YUN3919,蕴涵,适中,聚酯,2017年夏季,知性,其他,50-59周岁,宽松,假两件,套头,常规,圆领,常规,,96%及以上,
中老年女装套装夏装新款花鸟印花短袖T恤雪纺上衣宽松大码休闲裤,https://g-search3.alicdn.com/img/bao/uploaded/i4/i1/118643690/TB2Rf.WmUhnpuFjSZFEXXX0PFXa_!!118643690.jpg,https://item.taobao.com/item.htm?id=547553780969&ns=1&abbucket=0#detail,69,1288人付款,北京,BYM1703XS2437,棒约美,,聚酯,2017年夏季,时尚,大花,40-49周岁,修身,单件,套头,常规,圆领,蝙蝠袖,,,
胖妈妈春装加肥加大t恤中老年女装大码打底衫妈妈夏装套装上衣,https://g-search1.alicdn.com/img/bao/uploaded/i4/i1/TB1rbU0KVXXXXXvapXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=541328532834&ns=1&abbucket=0,89,1860人付款,浙江嘉兴,ql-jc1833,晴旅,适中,其他,2016年冬季,时尚,花鸟图案,40-49周岁,宽松,单件,套头,常规,圆领,常规,,96%及以上,镶钻
妈妈夏装上衣女套装40-50岁2017夏新款雪纺衫中年女装夏季短袖T恤,https://g-search2.alicdn.com/img/bao/uploaded/i4/i2/TB1YGzSRXXXXXXpXXXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=549435664143&ns=1&abbucket=0,128,1571人付款,江苏苏州,C-X-DLY723-0,雪夕,薄,聚酯,2017年夏季,知性,花鸟图案,40-49周岁,宽松,两件套,套头,常规,V领,常规,,96%及以上,镶钻
中老年女装40-50岁人年轻妈妈夏装短袖上衣时尚针织t恤大码宽松版,https://g-search1.alicdn.com/img/bao/uploaded/i4/i1/152713401/TB2eNZUfOpnpuFjSZFkXXc4ZpXa_!!152713401.jpg,https://item.taobao.com/item.htm?id=545380664593&ns=1&abbucket=0#detail,13.9,1522人付款,江苏苏州,9,半尺布,薄,"聚酯,棉,莫代尔",2017年夏季,民族风,花鸟图案,40-49周岁,宽松,单件,套头,常规,圆领,,,,
夏装中老年女装30-40-50岁中长款中年大码宽松妈妈装上衣雪纺衬衫,https://g-search2.alicdn.com/img/bao/uploaded/i4/i3/TB11vWuRXXXXXXtaFXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=531654646973&ns=1&abbucket=0,99,1681人付款,湖北武汉,Q16BW102,Q．PARMOE/千百萌,适中,聚酯,2016年夏季,时尚,,40-49周岁,宽松,单件,,中长款,,,,96%及以上,
母亲节妈妈装夏装条纹t恤新款40-50岁中老年人大码女装针织衫上衣,https://g-search1.alicdn.com/img/bao/uploaded/i4/i2/TB1vu2BQVXXXXauXpXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=549757854684&ns=1&abbucket=0,138,1584人付款,浙江嘉兴,JH17B1788,简狐,薄,腈纶,2017年夏季,时尚,条纹,40-49周岁,宽松,单件,套头,常规,圆领,常规,,51%(含)-70%(含),
中老年女装春夏装套装40-50妈妈装短袖蕾丝T恤衫上衣+裤子两件套,https://g-search2.alicdn.com/img/bao/uploaded/i4/i3/TB1knOAQFXXXXcEXXXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=545864350337&ns=1&abbucket=0,49,1855人付款,江苏苏州,XNFH-TZ-1,夏奈凤凰,薄,其他,2013年春季,时尚,纯色,40-49周岁,宽松,两件套,套头,常规,圆领,常规,,96%及以上,纱网
迪葵纳夏装新款中老年女装中年妈妈装上衣宽松短袖T恤WD5556轩,https://g-search2.alicdn.com/img/bao/uploaded/i4/i1/TB12NvXLVXXXXaVXpXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=546633036411&ns=1&abbucket=0,109,1926人付款,山东济南,WD5556-1,Dequanna/迪葵纳,薄,纯棉,2017年夏季,时尚,抽象图案,40-49周岁,宽松,单件,套头,常规,圆领,蝙蝠袖,,96%及以上,褶皱
