宝贝标题,图片Url,详情页Url,价格,销量,位置,货号,品牌,厚薄,面料,年份季节,中老年风格,中老年女装图案,适用年龄,服装版型,组合形式,穿着方式,衣长,裙长,领型,袖型,衣门襟,裙型,成分含量,服装款式细节
妈妈装夏装连衣裙中老年新款裙子40岁中年人女装夏季母亲节衣服,https://g-search2.alicdn.com/img/bao/uploaded/i4/i1/TB1XYrkRXXXXXamXXXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=550022591085&ns=1&abbucket=0,128.00,830人付款,北京,33C0558# ,路亿卡诗 ,薄 ,聚酯 ,2017年夏季 ,知性 ,纯色 ,40-49周岁 ,修身 ,单件 ,套头 ,中长款 ,中长款 ,圆领 ,泡泡袖 ,拉链 ,荷叶边裙 ,91%(含)-95%(含) ,纽扣 
母亲节妈妈装连衣裙夏装新款30-40岁中年女装雪纺中长款雪纺裙子,https://g-search1.alicdn.com/img/bao/uploaded/i4/i1/TB1KrcaQVXXXXcPXFXXYXGcGpXX_M2.SS2,https://item.taobao.com/item.htm?id=550011758652&ns=1&abbucket=0#detail,138.00,689人付款,浙江 嘉兴,LY-1787010,裂言,薄,蕾丝,2017年夏季,时尚,大花,40-49周岁,修身,单件,套头,中长款,中裙,圆领,常规,,其他,51%(含)-70%(含),绣花
中年连衣裙妈妈装女装夏装短袖中长款中老年40-50岁时尚礼服大码,https://g-search3.alicdn.com/img/bao/uploaded/i4/i3/755897405/TB2ueTPsCVmpuFjSZFFXXcZApXa_!!755897405.jpg,https://item.taobao.com/item.htm?id=536245458449&ns=1&abbucket=0#detail,138.00,305人付款,广东 东莞,Q2916,,薄,聚酯,2017年夏季,时尚,纯色,40-49周岁,修身,单件,套头,中长款,中裙,圆领,常规,,包臀裙,,镂空
母亲节衣服妈妈装夏装连衣裙2017新款40-50-60岁中老年女装棉绸裙,https://g-search3.alicdn.com/img/bao/uploaded/i4/i1/TB13GSoQpXXXXaTXXXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=547683995881&ns=1&abbucket=0,98.00,722人付款,北京,ZSY740 ,紫杉媛 ,薄 ,纯棉 ,2017年夏季 ,时尚 ,花色 ,50-59周岁 ,宽松 ,单件 ,连体 ,,中长款 ,圆领 ,常规 ,,不规则裙 ,96%及以上 ,口袋 
2017新款妈妈夏装连衣裙中长款短袖中老年女装大码母亲节衣服夏季,https://g-search1.alicdn.com/img/bao/uploaded/i4/i3/TB17u2tRXXXXXb6aVXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=547937063675&ns=1&abbucket=0,198.00,749人付款,北京,QMH-WYD1706 ,秋沐涵 ,,聚酯 ,2017年夏季 ,通勤 ,,,修身 ,单件 ,套头 ,,中长款 ,圆领 ,常规 ,拉链 ,百褶裙 ,91%(含)-95%(含) ,
阔太妈妈装中长款连衣裙中年女装裙子中老年婚礼婚宴大码中裙春秋,https://g-search3.alicdn.com/img/bao/uploaded/i4/i3/TB1XeZDKpXXXXaAXVXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=520899943083&ns=1&abbucket=0,199.00,113人付款,广东 深圳,6530096 ,阔太 ,适中 ,LYCRA莱卡 ,2015年秋季 ,时尚 ,纯色 ,40-49周岁 ,宽松 ,单件 ,套头 ,,中长款 ,圆领 ,,,包臀裙 ,30%及以下 ,
春秋新款中老年女装连衣裙中长款短袖修身显瘦妈妈夏装女士打底裙,https://g-search2.alicdn.com/img/bao/uploaded/i4/i1/TB16KTtNXXXXXcuXpXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=538299225062&ns=1&abbucket=0,168.00,446人付款,浙江 杭州,X16LY2070 ,雪昔 ,适中 ,纯棉 ,2016年秋季 ,通勤 ,碎花 ,40-49周岁 ,宽松 ,单件 ,套头 ,,中长款 ,圆领 ,常规 ,,百褶裙 ,96%及以上 ,口袋 
中老年女装夏装短袖中长款连衣裙30-40-50岁桑蚕丝中年大码妈妈装,https://g-search3.alicdn.com/img/bao/uploaded/i4/i1/TB1V0I2QFXXXXbYXVXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=549334208312&ns=1&abbucket=0,109.00,764人付款,北京,GGBZ-B223 ,LIGGCOK ,适中 ,蚕丝 ,2017年夏季 ,通勤 ,花色 ,40-49周岁 ,宽松 ,单件 ,套头 ,中长款 ,中长款 ,圆领 ,常规 ,,其他 ,91%(含)-95%(含) ,镶钻 
夏季中老年人女装40-50岁妇女大码裙子中年妈妈装夏装雪纺连衣裙,https://g-search2.alicdn.com/img/bao/uploaded/i4/i4/TB1EZE8QXXXXXaiXFXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=546130940333&ns=1&abbucket=0,238.00,812人付款,浙江 杭州,855 ,衣嘉美惠 ,薄 ,聚酯 ,2017年夏季 ,知性 ,纯色 ,40-49周岁 ,修身 ,单件 ,套头 ,中长款 ,中裙 ,圆领 ,荷叶袖 ,拉链 ,包臀裙 ,96%及以上 ,钉珠 
中老年人女装夏装200斤加肥加大码中年胖妈妈装雪纺衫连衣裙夏季,https://g-search2.alicdn.com/img/bao/uploaded/i4/i1/TB1L1_kQXXXXXXGaXXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=547107750065&ns=1&abbucket=0,148.00,980人付款,江苏 苏州,ZMNS18X178 ,追梦女神 ,薄 ,棉 ,2017年春季 ,福态 ,大花 ,50-59周岁 ,宽松 ,单件 ,套头 ,中长款 ,中裙 ,圆领 ,,,,71%(含)-80%(含) ,口袋 
40岁妈妈装夏装旗袍连衣裙子中年女装婚礼服中老年母亲节衣服夏季,https://g-search3.alicdn.com/img/bao/uploaded/i4/i3/TB1DlIJQXXXXXalapXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=547438893393&ns=1&abbucket=0,238.00,583人付款,北京,7142 ,H－SHARPREACH/亿利达 ,适中 ,聚酯 ,2017年夏季 ,时尚 ,花色 ,,修身 ,单件 ,套头 ,中长款 ,中长款 ,高领 ,常规 ,,包臀裙 ,91%(含)-95%(含) ,绣花 
福玛玛中老年女装夏季连衣裙中长款妈妈装七分袖大码雪纺夏装裙子,https://g-search2.alicdn.com/img/bao/uploaded/i4/i3/TB1j8c.OVXXXXblaXXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=544181014021&ns=1&abbucket=0,239.00,537人付款,浙江 杭州,T7114T0130 ,福玛玛 ,适中 ,聚酯 ,2017年春季 ,知性 ,其他 ,40-49周岁 ,宽松 ,单件 ,套头 ,,中长款 ,立领 ,常规 ,,其他 ,96%及以上 ,
妈妈装夏连衣裙短袖40-50岁中老年人女装雪纺裙子母亲节衣服夏季,https://g-search2.alicdn.com/img/bao/uploaded/i4/i3/TB1zCktQVXXXXb1XVXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=549988333656&ns=1&abbucket=0,98.00,274人付款,江苏 苏州,XTS-4554454GF2FG0F ,CINCTISY/辛缇诗 ,薄 ,其他 ,2017年夏季 ,时尚 ,花色 ,40-49周岁 ,宽松 ,假两件 ,套头 ,中长款 ,长裙 ,圆领 ,常规 ,,包臀裙 ,96%及以上 ,绣花 
妈妈装夏装连衣裙 中年大码蕾丝修身雪纺a字裙中老年女装40-50岁,https://g-search3.alicdn.com/img/bao/uploaded/i4/i3/TB171pyQFXXXXcGXXXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=548357476036&ns=1&abbucket=0,148.00,727人付款,湖北 武汉,H8355 ,荷婷衣坊 ,适中 ,聚酯 ,2017年夏季 ,通勤 ,复古图案 ,40-49周岁 ,修身 ,单件 ,套头 ,常规 ,中裙 ,圆领 ,常规 ,,,96%及以上 ,纽扣 
中年女装夏装2017新款潮妈妈装连衣裙短袖条纹中长款裙子40-50岁,https://g-search1.alicdn.com/img/bao/uploaded/i4/i1/TB1dkgrQpXXXXa5XFXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=548128164930&ns=1&abbucket=0,128.00,735人付款,浙江 嘉兴,ZMT17S7146 ,卓美特 ,适中 ,其他 ,2017年夏季 ,时尚 ,条纹 ,40-49周岁 ,宽松 ,单件 ,套头 ,中长款 ,中长款 ,圆领 ,常规 ,,铅笔裙 ,96%及以上 ,绑带 
甘夫人中老年女装2017夏装新款短袖妈妈装中年修身大码气质长裙夏,https://g-search3.alicdn.com/img/bao/uploaded/i4/i1/TB1drv_RXXXXXXlXXXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=532614277746&ns=1&abbucket=0,398.00,400人付款,北京,M4692 ,甘夫人 ,薄 ,聚酯 ,2016年夏季 ,通勤 ,花色 ,40-49周岁 ,修身 ,单件 ,套头 ,中长款 ,长裙 ,圆领 ,常规 ,拉链 ,百褶裙 ,91%(含)-95%(含) ,拉链 
夏季新款中老年蕾丝连衣裙30-40-50岁中年妈妈裙子气质修身中长款,https://g-search2.alicdn.com/img/bao/uploaded/i4/i3/TB1vk8LHVXXXXcsXFXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=44741979963&ns=1&abbucket=0,129.00,299人付款,江苏 苏州,bnhl2015047 ,巴尼·海伦 ,薄 ,其他 ,2015年夏季 ,时尚 ,其他 ,40-49周岁 ,宽松 ,单件 ,套头 ,,中长款 ,POLO领 ,常规 ,,其他 ,96%及以上 ,纱网 
母亲节衣服婚礼妈妈装连衣裙中年妇女大码中老年女装夏装雪纺裙子,https://g-search1.alicdn.com/img/bao/uploaded/i4/i3/2681724913/TB2FG7Kr4xmpuFjSZFNXXXrRXXa_!!2681724913.jpg,https://item.taobao.com/item.htm?id=546782282366&ns=1&abbucket=0#detail,178.00,396人付款,浙江 杭州,RY-X-ML-23700,,薄,"聚酯,其他",2017年夏季,时尚,纯色,40-49周岁,宽松,假两件,套头,中长款,中长款,圆领,常规,,百褶裙,96%及以上,褶皱
母亲节衣服夏季中年女装妈妈连衣裙夏雪纺40岁中老年连衣裙中长款,https://g-search3.alicdn.com/img/bao/uploaded/i4/i1/TB1sZkLQVXXXXbPaXXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=550087973002&ns=1&abbucket=0,158.00,516人付款,江苏 苏州,H2100 ,HANMADAMS/汉貂夫人 ,薄 ,聚酯 ,2017年夏季 ,知性 ,其他 ,40-49周岁 ,宽松 ,单件 ,套头 ,中长款 ,中长款 ,V领 ,其他 ,,荷叶边裙 ,91%(含)-95%(含) ,荷叶边 
中老年女装夏季连衣裙 桑蚕丝夏装短袖40-50岁中年妈妈装真丝裙子,https://g-search1.alicdn.com/img/bao/uploaded/i4/i4/18361125/TB2CYBdmuJ8puFjy1XbXXagqVXa_!!18361125.jpg,https://item.taobao.com/item.htm?id=549122967023&ns=1&abbucket=0#detail,118.00,541人付款,北京,C7000,COOKBOOK,薄,"聚酯,蚕丝",2017年夏季,通勤,花色,40-49周岁,宽松,单件,套头,中长款,中长款,圆领,常规,拉链,百褶裙,91%(含)-95%(含),腰带
中年女夏装连衣裙雪纺中老年女装短袖裙子中长款妈妈装大码碎花裙,https://g-search2.alicdn.com/img/bao/uploaded/i4/i3/TB1iLm9RXXXXXaUXXXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=550297562581&ns=1&abbucket=0,128.00,294人付款,浙江 嘉兴,ER17B8703MW ,鄂尔夫人 ,薄 ,其他 ,2017年夏季 ,时尚 ,花色 ,40-49周岁 ,宽松 ,单件 ,套头 ,中长款 ,中长款 ,V领 ,常规 ,,百褶裙 ,96%及以上 ,褶皱 
中老年连衣裙薄雪纺印花女装夏装胖妈妈装短袖长款宽松大码40岁50,https://g-search2.alicdn.com/img/bao/uploaded/i4/i2/TB10LZxPVXXXXaNaFXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=531671315577&ns=1&abbucket=0,118.00,122人付款,浙江 杭州,KJL610 ,康琪芬 ,薄 ,聚酯 ,2017年夏季 ,休闲 ,花色 ,40-49周岁 ,宽松 ,假两件 ,套头 ,中长款 ,长裙 ,圆领 ,常规 ,,不规则裙 ,96%及以上 ,
中老年女装夏装短袖中年人女40岁婚礼夏天雪纺裙子妈妈夏装连衣裙,https://g-search3.alicdn.com/img/bao/uploaded/i4/i4/TB1IJmqQVXXXXc2XXXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=548242591118&ns=1&abbucket=0,89.00,939人付款,江苏 苏州,YSB17C6800 ,衣是宝 ,薄 ,其他 ,2017年夏季 ,时尚 ,花色 ,40-49周岁 ,宽松 ,假两件 ,套头 ,,中长款 ,圆领 ,常规 ,,其他 ,96%及以上 ,
胖妈妈夏装连衣裙加肥加大宽松50岁60中老年女裙子母亲节衣服中年,https://g-search2.alicdn.com/img/bao/uploaded/i4/i1/TB13bukQVXXXXbvXXXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=546103379434&ns=1&abbucket=0,138.00,420人付款,湖北 武汉,9285 ,卓诗图 ,薄 ,聚酯 ,2017年夏季 ,知性 ,花色 ,40-49周岁 ,宽松 ,单件 ,套头 ,,中长款 ,圆领 ,常规 ,,不规则裙 ,91%(含)-95%(含) ,镶钻 
人造棉桑棉绸绵绸中老年女装短袖连衣裙2017新款妈妈装中长款特价,https://g-search3.alicdn.com/img/bao/uploaded/i4/i2/883379567/TB2HwUrpbplpuFjSspiXXcdfFXa_!!883379567.jpg,https://item.taobao.com/item.htm?id=45282516360&ns=1&abbucket=0#detail,25.00,266人付款,北京,181,other/其他,薄,纯棉,2017年夏季,民族风,花色,50-59周岁,宽松,单件,套头,中长款,中长款,圆领,常规,,铅笔裙,96%及以上,绑带
中老年女装夏装连衣裙大码40-50岁中长款中年妈妈春装雪纺连衣裙,https://g-search3.alicdn.com/img/bao/uploaded/i4/i1/TB1p874QVXXXXcuXFXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=547708655625&ns=1&abbucket=0,118.00,597人付款,江苏 苏州,H2025 ,HANMADAMS/汉貂夫人 ,薄 ,聚酯 ,2017年春季 ,时尚 ,花色 ,40-49周岁 ,宽松 ,单件 ,套头 ,,中裙 ,半开领 ,常规 ,,其他 ,91%(含)-95%(含) ,
中老年女装夏季中长款打底衫宽松妈妈装夏装短袖t恤雪纺衫连衣裙,https://g-search3.alicdn.com/img/bao/uploaded/i4/i4/1043162496/TB2_8amk3xlpuFjSszgXXcJdpXa_!!1043162496.jpg,https://item.taobao.com/item.htm?id=544822332408&ns=1&abbucket=0#detail,38.00,490人付款,江苏 苏州,XF—01,,适中,雪纺,2017年夏季,时尚,花色,40-49周岁,宽松,单件,套头,中长款,,圆领,常规,,,,
籽煊中老年女装春装T恤中年大码上衣妈妈装夏装民族风连衣裙外套,https://g-search3.alicdn.com/img/bao/uploaded/i4/i2/TB1HFKzHFXXXXcJaXXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=44186266503&ns=1&abbucket=0,199.00,420人付款,湖北 武汉,ZX15A60750 ,籽煊 ,适中 ,麻 ,2016年春季 ,民族风 ,花鸟图案 ,40-49周岁 ,直筒 ,单件 ,套头 ,中长款 ,,立领 ,常规 ,三粒扣 ,,96%及以上 ,绣花 
母亲节衣服夏季中老年女装夏装中长款真丝连衣裙香云纱中年妈妈装,https://g-search1.alicdn.com/img/bao/uploaded/i4/i2/924392558/TB2kg_lgDcCL1FjSZFPXXXZgpXa_!!924392558.jpg,https://item.taobao.com/item.htm?id=547803767975&ns=1&abbucket=0#detail,108.00,771人付款,北京,,,薄,"蚕丝,聚酯",2017年夏季,民族风,花鸟图案,50-59周岁,宽松,单件,套头,中长款,中裙,圆领,常规,一粒扣,包臀裙,81%(含)-90%(含),纽扣
中年女装夏装连衣裙妈妈装夏季中长款裙中老年40-50岁母亲节衣服,https://g-search2.alicdn.com/img/bao/uploaded/i4/i2/TB1PKDhQFXXXXbgXFXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=548906194776&ns=1&abbucket=0,108.00,546人付款,江苏 苏州,LM-2632 ,罗玛凤凰 ,适中 ,其他 ,2017年夏季 ,时尚 ,纯色 ,40-49周岁 ,宽松 ,单件 ,套头 ,中长款 ,中长款 ,圆领 ,常规 ,,,96%及以上 ,
中老年女装新款真丝连衣裙大码妈妈装夏季中长款宽松短袖桑蚕丝裙,https://g-search2.alicdn.com/img/bao/uploaded/i4/i2/2817597482/TB2uZKAoHBmpuFjSZFAXXaQ0pXa_!!2817597482.jpg,https://item.taobao.com/item.htm?id=545930460728&ns=1&abbucket=0#detail,128.00,449人付款,浙江 嘉兴,B89810-KCX,自主品牌,薄,蚕丝,2017年夏季,时尚,花色,40-49周岁,宽松,单件,套头,中长款,中长款,圆领,常规,,其他,91%(含)-95%(含),褶皱
2017夏装新款胖妈妈装薄款纱网连衣裙中老年200斤加肥加大码上衣,https://g-search3.alicdn.com/img/bao/uploaded/i4/i4/TB1yMANQXXXXXXrXXXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=547233920647&ns=1&abbucket=0,128.00,574人付款,江苏 苏州,UP084 ,闪闪情缘 ,薄 ,聚酯 ,2017年春季 ,知性 ,抽象图案 ,40-49周岁 ,宽松 ,单件 ,套头 ,常规 ,中裙 ,圆领 ,其他 ,,其他 ,96%及以上 ,纱网 
谜谜玛玛2017新款夏真丝连衣裙香云纱大码宽松妈妈桑蚕丝中长裙,https://g-search1.alicdn.com/img/bao/uploaded/i4/i1/TB17GWFQVXXXXX6XpXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=528622274736&ns=1&abbucket=0,729.00,148人付款,安徽 芜湖,SSSM160176X ,谜谜玛玛 ,适中 ,蚕丝 ,2016年夏季 ,通勤 ,大花 ,50-59周岁 ,宽松 ,单件 ,套头 ,中长款 ,长裙 ,圆领 ,常规 ,单排扣 ,其他 ,96%及以上 ,纽扣 
中老年女装夏装连衣裙 中长款夏季短袖40-50岁中年妈妈装雪纺裙子,https://g-search2.alicdn.com/img/bao/uploaded/i4/i5/TB1qqOuQFXXXXbhXpXXYXGcGpXX_M2.SS2,https://item.taobao.com/item.htm?id=548651938555&ns=1&abbucket=0#detail,69.00,972人付款,北京,6886,other/其他,薄,"雪纺,聚酯,绸缎",2017年夏季,休闲,大花,40-49周岁,宽松,单件,套头,中长款,中长款,圆领,常规,,其他,91%(含)-95%(含),
中年女装夏装连衣裙中老年妇女大码修身雪纺裙子30-40-50岁妈妈装,https://g-search3.alicdn.com/img/bao/uploaded/i4/i1/TB1oBiDRXXXXXbSapXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=549788450921&ns=1&abbucket=0,98.00,768人付款,北京,AJMY9006 ,爱佳名悦 ,适中 ,聚酯 ,2017年夏季 ,时尚 ,大花 ,40-49周岁 ,修身 ,单件 ,套头 ,,,V领 ,常规 ,,,96%及以上 ,
妈妈装雪纺连衣裙2017中年女装新款短袖t恤中老年女装中长款夏装,https://g-search3.alicdn.com/img/bao/uploaded/i4/i4/TB1TfUwQVXXXXb7aXXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=549164180677&ns=1&abbucket=0,108.00,577人付款,江苏 苏州,QZ-2225 ,AngeMas/恩歌 玛索 ,,其他 ,2017年夏季 ,时尚 ,花色 ,40-49周岁 ,宽松 ,单件 ,套头 ,中长款 ,中长款 ,圆领 ,常规 ,,,96%及以上 ,
母亲节衣服气质妈妈装夏装中长款修身显瘦连衣裙中年女装雪纺裙子,https://g-search3.alicdn.com/img/bao/uploaded/i4/i2/2026305809/TB2qpZAqYlmpuFjSZFlXXbdQXXa_!!2026305809.jpg,https://item.taobao.com/item.htm?id=550099544871&ns=1&abbucket=0#detail,126.00,396人付款,浙江 嘉兴,XFE-59667,湘菲尔服饰,薄,"雪纺,其他",2017年夏季,时尚,花色,40-49周岁,修身,单件,套头,中长款,,圆领,常规,,百褶裙,96%及以上,绣花
中老年女装 夏季装宽松加肥加大码妇女装胖妈妈新款棉麻连衣裙子,https://g-search1.alicdn.com/img/bao/uploaded/i4/i3/TB1D__zJVXXXXbGXpXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=529259070423&ns=1&abbucket=0,128.00,274人付款,北京,YPLH-T0101 ,艺品莲花 ,适中 ,棉麻 ,2016年夏季 ,休闲 ,纯色 ,40-49周岁 ,宽松 ,单件 ,套头 ,中长款 ,中长款 ,圆领 ,常规 ,,铅笔裙 ,51%(含)-70%(含) ,钉珠 
夏季中老年胖妈妈装雪纺遮肚子连衣裙夏装中年女装裙子中长款大码,https://g-search2.alicdn.com/img/bao/uploaded/i4/i1/2875857311/TB2BiqIlrtlpuFjSspfXXXLUpXa_!!2875857311.jpg,https://item.taobao.com/item.htm?id=548576583414&ns=1&abbucket=0#detail,98.00,773人付款,北京,61,other/其他,适中,"雪纺,聚酯",2017年夏季,通勤,大花,40-49周岁,修身,单件,套头,,长裙,圆领,常规,拉链,百褶裙,96%及以上,纱网
妈妈装夏装中年女夏装连衣裙40岁妈妈夏装短袖连衣裙中老年夏装女,https://g-search3.alicdn.com/img/bao/uploaded/i4/i1/TB1kLr0QVXXXXa2XFXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=532607987727&ns=1&abbucket=0,128.00,258人付款,湖北 武汉,SMO-1652 ,亨达瑞尔 ,薄 ,聚酯 ,2016年夏季 ,时尚 ,花色 ,40-49周岁 ,修身 ,单件 ,套头 ,中长款 ,中长款 ,圆领 ,常规 ,,不规则裙 ,96%及以上 ,褶皱 
母亲节衣服夏季夏装女婚宴礼服婚礼妈妈装40-50岁女装中年连衣裙,https://g-search2.alicdn.com/img/bao/uploaded/i4/i4/TB1iMidNpXXXXbUaXXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=538757439379&ns=1&abbucket=0,259.00,367人付款,广东 深圳,QF162916 ,祺妃 ,适中 ,聚酯 ,2016年秋季 ,时尚 ,纯色 ,40-49周岁 ,修身 ,单件 ,套头 ,,中裙 ,圆领 ,常规 ,拉链 ,包臀裙 ,96%及以上 ,绣花 
母亲节中年妈妈装新款夏装雪纺连衣裙40-50岁中老年女装修身裙子,https://g-search3.alicdn.com/img/bao/uploaded/i4/i1/TB1OIPwQFXXXXcgaXXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=531604343432&ns=1&abbucket=0,138.00,304人付款,北京,1565 ,羽佩 ,薄 ,聚酯 ,2016年夏季 ,时尚 ,纯色 ,40-49周岁 ,修身 ,单件 ,套头 ,中长款 ,中长款 ,圆领 ,常规 ,,其他 ,81%(含)-90%(含) ,镶钻 
母亲节中老年女装夏装连衣裙40岁50中年女人新款妈妈装夏装棉裙子,https://g-search3.alicdn.com/img/bao/uploaded/i4/i1/TB1IAbLQFXXXXbfXVXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=547799095953&ns=1&abbucket=0,99.00,598人付款,北京,602 ,羽佩 ,薄 ,聚酯 ,2017年夏季 ,时尚 ,纯色 ,40-49周岁 ,修身 ,单件 ,套头 ,中长款 ,中长款 ,圆领 ,,,,71%(含)-80%(含) ,绣花 
母亲节中老年女装夏装连衣裙2017新款中年印花妈妈装短袖宽松裙子,https://g-search2.alicdn.com/img/bao/uploaded/i4/i1/360751508/TB29im2qmFmpuFjSZFrXXayOXXa_!!360751508.jpg,https://item.taobao.com/item.htm?id=549734053777&ns=1&abbucket=0#detail,138.00,303人付款,北京,yy1785,,薄,聚酯,2017年夏季,通勤,花鸟图案,,宽松,单件,套头,,中长款,圆领,常规,,,96%及以上,口袋
母亲节胖妈妈装连衣裙中老年女装40-50岁中年人夏装夏季衣服裙子,https://g-search1.alicdn.com/img/bao/uploaded/i4/i1/TB1mCELKFXXXXcAaXXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=531633181763&ns=1&abbucket=0,98.00,244人付款,湖北 武汉,G16B1839 ,glumdal/玑兰朵 ,薄 ,聚酯 ,2016年夏季 ,时尚 ,条纹 ,40-49周岁 ,修身 ,假两件 ,套头 ,中长款 ,中长款 ,圆领 ,常规 ,,荷叶边裙 ,96%及以上 ,纱网 
中年女装雪纺连衣裙修身中老年妈妈装夏装短袖裙子中长款40-50岁,https://g-search3.alicdn.com/img/bao/uploaded/i4/i3/TB16B5FJFXXXXb5XVXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=531216001719&ns=1&abbucket=0,158.00,437人付款,北京,JW1262-1586 ,Heimoli Fashion/黑茉莉 ,薄 ,聚酯 ,2017年夏季 ,时尚 ,纯色 ,40-49周岁 ,修身 ,单件 ,套头 ,中长款 ,中长款 ,圆领 ,常规 ,,其他 ,96%及以上 ,镶钻 
母亲节妈妈装夏装婚宴旗袍打底裙中老年女装修身中长款雪纺连衣裙,https://g-search3.alicdn.com/img/bao/uploaded/i4/i4/TB1U8MPQXXXXXXkapXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=545821032019&ns=1&abbucket=0,119.00,547人付款,浙江 嘉兴,YXMG17A1816 ,印象玫瑰 ,适中 ,其他 ,2017年春季 ,知性 ,花鸟图案 ,40-49周岁 ,修身 ,单件 ,套头 ,,中长款 ,其他 ,其他 ,单排扣 ,其他 ,96%及以上 ,纽扣 
妈妈装连衣裙雪纺夏季女装中老年中年短袖大码妇女夏装中长款裙子,https://g-search1.alicdn.com/img/bao/uploaded/i4/i2/TB1GJRCRXXXXXayXXXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=547504541093&ns=1&abbucket=0,218.00,526人付款,浙江 杭州,17L09316 ,水墨佳人 ,薄 ,聚酯 ,2017年夏季 ,通勤 ,花鸟图案 ,40-49周岁 ,修身 ,假两件 ,套头 ,常规 ,中长款 ,圆领 ,,,铅笔裙 ,96%及以上 ,荷叶边 
中老年女装真丝香云纱连衣裙短袖妈妈装中年女夏装衣服桑蚕丝裙子,https://g-search3.alicdn.com/img/bao/uploaded/i4/i1/TB1GkfIPFXXXXcSXpXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=545637989803&ns=1&abbucket=0,399.00,401人付款,浙江 杭州,17-Q-1701 ,豪太太 ,薄 ,蚕丝 ,2017年夏季 ,高贵 ,花色 ,40-49周岁 ,修身 ,单件 ,套头 ,,中长款 ,圆领 ,常规 ,,包臀裙 ,96%及以上 ,
