ID,Gender,Height_cm,Weight_kg,Shoe size_cm
5890,Male,167,68,27.5
5891,Female,155,57,22.5
5892,Male,175,83,28.5
5893,Female,162,75,24
5894,Female,167,64,24.5
5895,Female,159,52,23
5896,Female,164,60,24.5
5897,Male,169,79,28
5898,Male,182,92,29
5899,Male,171,79,28
5900,Female,151,48,22
5901,Female,164,57,25.5
5902,Male,180,82,29
5903,Female,154,54,22.5
5904,Female,151,49,21.5
5905,Female,174,73,25.5
5906,Male,182,93,29
5907,Male,192,113,30.5
5908,Female,157,58,23
5909,Male,181,88,29
5910,Female,155,53,22.5
5911,Female,148,44,22
5912,Female,151,58,22
5913,Female,174,78,25.5
5914,Female,168,77,25
5915,Male,178,80,28.5
5916,Male,180,87,29
5917,Male,173,77,28
5918,Female,163,71,24
5919,Male,180,91,29
5920,Female,168,73,25
5921,Female,157,56,23
5922,Female,163,59,24
5923,Female,165,59,24.5
5924,Male,159,69,26
5925,Female,170,73,25
5926,Female,165,61,23.5
5927,Female,159,58,23
5928,Female,168,72,25
5929,Female,172,69,26
5930,Female,169,70,25
5931,Male,158,72,26
5932,Male,180,84,29
5933,Male,182,94,29
5934,Male,170,84,28
5935,Female,161,64,24
5936,Female,145,51,21
5937,Male,171,84,28
5938,Female,159,50,23
5939,Female,164,67,24
5940,Female,159,65,23
5941,Male,172,83,28
5942,Female,163,68,24
5943,Female,152,52,22.5
5944,Male,173,83,28
5945,Male,187,88,29.5
5946,Female,168,64,25
5947,Male,185,95,29.5
5948,Female,161,65,24
5949,Male,178,87,28.5
5950,Female,167,69,24.5
5951,Male,175,80,28.5
5952,Female,172,77,25.5
5953,Male,168,73,27.5
5954,Female,162,58,24
5955,Female,152,49,22.5
5956,Male,169,78,28.5
5957,Male,168,80,26.5
5958,Female,165,62,24.5
5959,Female,152,48,22.5
5960,Male,182,90,29
5961,Female,151,49,22
5962,Female,163,64,24
5963,Female,148,49,22
5964,Male,174,81,28
5965,Male,175,80,28.5
5966,Female,157,54,23.5
5967,Female,150,48,23
5968,Male,173,76,28
5969,Male,160,70,27
5970,Male,174,77,28
5971,Male,178,79,29
5972,Female,161,63,24
5973,Female,157,60,23
5974,Female,165,69,24.5
5975,Female,153,45,22.5
5976,Female,155,52,22.5
5977,Male,179,86,28.5
5978,Male,187,105,30
5979,Male,166,80,27.5
5980,Male,169,77,27.5
5981,Female,153,51,22.5
5982,Male,173,79,28
5983,Male,170,71,28
5984,Male,180,86,29
5985,Female,158,56,23
5986,Male,173,85,28.5
5987,Male,172,79,28
5988,Male,165,75,27.5
5989,Female,162,67,24
5990,Male,171,88,28.5
5991,Male,190,97,30
5992,Female,164,65,24.5
5993,Male,179,84,29.5
5994,Female,151,53,22
5995,Male,177,90,28.5
5996,Male,179,91,28.5
5997,Female,178,84,26.5
5998,Male,153,69,25
5999,Male,176,83,28.5
6000,Female,151,46,22
6001,Male,173,83,28
6002,Female,144,45,21
6003,Male,181,87,29
6004,Female,164,65,24.5
6005,Female,178,78,26.5
6006,Male,177,79,28.5
6007,Female,171,70,25
6008,Female,154,53,22.5
6009,Female,153,52,22.5
6010,Male,176,82,28.5
6011,Male,169,80,27.5
6012,Male,181,85,29
6013,Male,174,84,28
6014,Male,175,86,29
6015,Male,153,60,25
6016,Male,167,79,27.5
6017,Male,166,71,27.5
6018,Male,178,89,28.5
6019,Male,177,89,28.5
6020,Female,167,70,24.5
6021,Male,161,63,27
6022,Female,159,50,23
6023,Male,160,74,27
6024,Female,173,80,25.5
6025,Male,179,89,28.5
6026,Female,166,63,24.5
6027,Female,168,71,25
6028,Male,171,75,28
6029,Female,161,61,25
6030,Female,167,71,24.5
6031,Male,176,83,28.5
6032,Male,166,65,27.5
6033,Male,187,104,29.5
6034,Female,161,59,24
6035,Female,166,58,24.5
6036,Female,162,63,24
6037,Male,155,56,26
6038,Male,173,88,28.5
6039,Female,167,68,25
6040,Male,174,86,28
6041,Female,161,63,24
6042,Female,157,53,23
6043,Female,161,57,24
6044,Male,166,74,27.5
6045,Female,163,65,24
6046,Male,173,81,28
6047,Female,158,60,23
6048,Male,172,81,28.5
6049,Male,171,74,28
6050,Female,167,75,24.5
6051,Male,180,82,28
6052,Male,176,83,28.5
6053,Female,157,56,23
6054,Male,172,74,28
6055,Female,165,61,24.5
6056,Female,161,65,24
6057,Female,163,66,24
6058,Male,165,80,27.5
6059,Female,162,50,24
6060,Female,155,51,22.5
6061,Female,157,60,22.5
6062,Male,171,81,28
6063,Male,163,71,27
6064,Female,154,49,22.5
6065,Male,181,88,29
6066,Male,180,86,28
6067,Male,177,90,28
6068,Male,175,85,28.5
6069,Male,172,75,28
6070,Female,158,58,23
6071,Female,163,55,24
6072,Male,165,81,27.5
6073,Male,173,79,28
6074,Female,164,64,24.5
6075,Male,172,86,28
6076,Male,181,98,29
6077,Female,165,58,24
6078,Female,159,68,22
6079,Female,167,70,24.5
6080,Male,169,82,27.5
6081,Female,160,54,24.5
6082,Male,157,64,26
6083,Female,168,78,25
6084,Female,164,62,24.5
6085,Male,183,91,29
6086,Male,176,95,29
6087,Female,173,77,25.5
6088,Female,160,59,24
6089,Female,180,87,27.5
6090,Female,153,52,22.5
6091,Male,170,80,28
6092,Female,154,51,22.5
6093,Male,164,73,27
6094,Female,154,54,22.5
6095,Female,147,53,21
6096,Male,169,66,27.5
6097,Female,164,62,24.5
6098,Female,158,55,22
6099,Male,182,86,29
6100,Female,158,61,23
6101,Female,158,60,23
6102,Male,182,94,29
6103,Female,163,62,24
6104,Male,177,86,28.5
6105,Female,157,57,23
6106,Male,169,76,27.5
6107,Female,155,61,22.5
6108,Male,179,88,28.5
6109,Male,171,78,28
6110,Male,178,82,28
6111,Female,157,59,23.5
6112,Female,165,68,24.5
6113,Female,172,77,25
6114,Female,161,56,24
6115,Male,164,72,27.5
6116,Male,162,70,27
6117,Female,166,76,24.5
6118,Female,159,66,23
6119,Female,165,65,23.5
6120,Male,189,98,29.5
6121,Female,163,68,24
6122,Male,186,101,29.5
6123,Male,170,74,28
6124,Female,160,63,24
6125,Male,181,95,30
6126,Female,159,58,23
6127,Male,179,83,28.5
6128,Female,153,49,22.5
6129,Female,157,48,23
6130,Male,182,92,29
6131,Male,161,70,27
6132,Female,164,64,24.5
6133,Female,148,46,22
6134,Female,164,71,24.5
6135,Female,160,57,24
6136,Female,156,60,23
6137,Female,168,70,25
6138,Female,158,56,23
6139,Female,164,66,24.5
6140,Female,162,60,24
6141,Female,164,59,24.5
6142,Female,158,51,23
6143,Female,164,65,23.5
6144,Male,165,71,27.5
6145,Male,190,99,30
6146,Male,160,72,27
6147,Female,163,76,24
6148,Female,156,51,22.5
6149,Female,167,71,24.5
6150,Male,170,77,28
6151,Female,159,51,23
6152,Male,186,102,30
6153,Male,176,84,28
6154,Female,160,62,24
6155,Male,167,83,27.5
6156,Male,173,81,28
6157,Female,168,74,25.5
6158,Female,164,68,24.5
6159,Female,163,62,24
6160,Female,168,69,25
6161,Male,169,83,27.5
6162,Female,166,61,24.5
6163,Female,161,65,24
6164,Male,174,86,28
6165,Male,181,80,29
6166,Male,187,90,29.5
6167,Male,180,92,29
6168,Female,158,66,23
6169,Male,178,89,28.5
6170,Female,160,67,24
6171,Female,160,58,24
6172,Male,175,86,27.5
6173,Male,173,86,28
6174,Female,170,61,25
6175,Male,172,76,28
6176,Female,168,69,25
6177,Female,165,70,24.5
6178,Female,165,67,24.5
6179,Male,182,82,29
6180,Male,158,68,26
6181,Female,165,62,24.5
6182,Male,171,74,28
6183,Female,158,60,22.5
6184,Male,176,85,29.5
6185,Male,173,84,28
6186,Male,171,85,28
6187,Male,177,90,28.5
6188,Female,167,61,24.5
6189,Male,168,73,27.5
6190,Female,170,64,25
6191,Male,168,82,27.5
6192,Male,180,89,29
6193,Male,177,93,28.5
6194,Female,164,66,24.5
6195,Male,177,92,28.5
6196,Male,158,59,25.5
6197,Male,172,81,28
6198,Female,157,66,23
6199,Female,154,44,22.5
6200,Female,167,70,24.5
6201,Female,169,70,25
6202,Male,176,82,28.5
6203,Male,174,90,28
6204,Female,152,44,22.5
6205,Male,183,92,29
6206,Female,172,69,25.5
6207,Female,160,60,24
6208,Female,160,66,24
6209,Male,184,90,29
6210,Female,161,67,23.5
6211,Male,182,90,29
6212,Female,169,68,26
6213,Male,168,76,27.5
6214,Female,162,63,24
6215,Female,177,78,26.5
6216,Female,167,71,24.5
6217,Female,173,70,25.5
6218,Male,172,75,28
6219,Female,164,72,24.5
6220,Female,161,65,24
6221,Female,155,59,22.5
6222,Female,159,59,23
6223,Male,166,73,27.5
6224,Male,171,74,28
6225,Female,167,64,24.5
6226,Male,184,96,29
6227,Male,162,69,26.5
6228,Female,148,58,22
6229,Male,168,73,27.5
6230,Male,164,79,27
6231,Male,167,69,27.5
6232,Male,176,92,28.5
6233,Male,180,86,29
6234,Female,168,62,25
6235,Male,167,77,27.5
6236,Female,150,49,22
6237,Male,164,78,27
6238,Male,167,73,27.5
6239,Male,175,82,28.5
6240,Female,169,67,25
6241,Male,185,95,29
6242,Male,174,82,28
6243,Male,180,97,29
6244,Female,158,60,23
6245,Male,180,85,29
6246,Female,171,68,25
6247,Female,162,63,24
6248,Male,168,73,28
6249,Female,178,79,26.5
6250,Female,162,60,23.5
6251,Male,173,78,28
6252,Male,175,90,29
6253,Female,163,62,24
6254,Female,162,66,24
6255,Female,163,60,25
6256,Male,174,78,28
6257,Female,153,59,22.5
6258,Male,177,85,28.5
6259,Female,153,49,22.5
6260,Female,149,44,22
6261,Male,158,72,26
6262,Male,172,79,28.5
6263,Female,164,68,24.5
6264,Male,176,88,28.5
6265,Male,167,83,27.5
6266,Male,165,80,27.5
6267,Female,148,51,22
6268,Male,157,79,26.5
6269,Male,176,88,28.5
6270,Female,156,51,23
6271,Female,155,57,22
6272,Female,162,59,24
6273,Female,161,58,24
6274,Female,160,54,24
6275,Female,161,63,24
6276,Male,165,65,27.5
6277,Female,154,48,22.5
6278,Male,163,73,27.5
6279,Female,149,44,22
6280,Female,155,54,22
6281,Male,173,84,28
6282,Female,168,62,25
6283,Male,174,87,28
6284,Female,157,67,23
6285,Female,158,61,23
6286,Male,170,74,28
6287,Female,161,57,24
6288,Female,152,52,22.5
6289,Female,169,69,25
6290,Male,168,75,27.5
6291,Female,152,54,22.5
6292,Male,185,97,29.5
6293,Female,162,65,24
6294,Female,159,64,22.5
6295,Male,170,78,28
6296,Female,173,72,24.5
6297,Male,164,73,27
6298,Female,164,64,24.5
6299,Female,161,60,24
6300,Male,179,82,28.5
6301,Female,162,66,24
6302,Female,153,55,23.5
6303,Male,169,74,27.5
6304,Female,165,62,24.5
6305,Male,183,94,29
6306,Female,151,48,22
6307,Female,169,74,24.5
6308,Female,158,57,23.5
6309,Female,156,53,23
6310,Male,172,80,28
6311,Female,158,50,22.5
6312,Female,162,64,24
6313,Male,158,63,26
6314,Female,152,48,22.5
6315,Male,175,84,28.5
6316,Female,157,58,22.5
6317,Female,167,59,24.5
6318,Male,184,97,29
6319,Female,174,70,25.5
6320,Male,176,88,28.5
6321,Female,177,80,26.5
6322,Female,169,73,25
6323,Female,152,51,23.5
6324,Male,189,103,29.5
6325,Female,164,63,24.5
6326,Female,162,66,24
6327,Male,181,97,29
6328,Female,154,55,22.5
6329,Male,170,84,28
6330,Female,161,54,24
6331,Male,178,91,28
6332,Female,161,60,24
6333,Male,171,81,28
6334,Female,168,65,25
6335,Female,165,65,24.5
6336,Female,151,49,22
6337,Male,176,86,28
6338,Male,184,91,29
6339,Male,173,85,28.5
6340,Male,160,66,26
6341,Male,176,81,29
6342,Female,165,63,24.5
6343,Female,157,57,23
6344,Female,154,57,22.5
6345,Male,170,84,28
6346,Female,174,79,25.5
6347,Male,175,82,28.5
6348,Male,180,88,29
6349,Female,150,48,22
6350,Male,174,90,28
6351,Female,161,59,24
6352,Male,175,73,28.5
6353,Male,178,84,28.5
6354,Male,171,79,28
6355,Male,173,80,28
6356,Male,175,85,28.5
6357,Female,149,46,22
6358,Female,175,75,25.5
6359,Female,153,52,22.5
6360,Female,166,63,24.5
6361,Male,182,90,29
6362,Male,178,90,27.5
6363,Female,165,59,24.5
6364,Female,153,52,22.5
6365,Male,173,86,28
6366,Female,158,54,23
6367,Female,156,47,23
6368,Male,180,85,29
6369,Male,169,71,27.5
6370,Male,193,101,30
6371,Female,156,56,22.5
6372,Male,176,83,28.5
6373,Male,173,83,28
6374,Male,175,84,28.5
6375,Female,161,57,23
6376,Female,154,59,22.5
6377,Female,168,63,25
6378,Female,161,59,24
6379,Male,167,67,27.5
6380,Male,172,83,28
6381,Female,162,64,24
6382,Male,175,77,28.5
6383,Female,171,74,25
6384,Male,172,87,29
6385,Male,177,89,28.5
6386,Male,173,80,28
6387,Female,156,49,23
6388,Female,160,53,24
6389,Male,176,85,27.5
6390,Female,160,63,24
6391,Female,170,69,25
6392,Female,169,69,25
6393,Female,162,66,24
6394,Male,182,92,29
6395,Female,157,57,23
6396,Male,169,76,27.5
6397,Female,158,56,22.5
6398,Male,173,82,28
6399,Male,174,85,28
6400,Male,165,66,27.5
6401,Female,168,69,25
6402,Female,150,41,22
6403,Male,184,87,29
6404,Male,184,91,29
6405,Female,172,68,25.5
6406,Male,182,94,29.5
6407,Female,170,73,26
6408,Female,151,50,22.5
6409,Male,184,98,29.5
6410,Male,179,90,28.5
6411,Male,168,74,26.5
6412,Female,159,58,23
6413,Female,161,59,23.5
6414,Male,187,90,29.5
6415,Female,146,48,21
6416,Male,171,87,28
6417,Male,182,96,29
6418,Female,166,60,24.5
6419,Female,152,51,22.5
6420,Male,177,89,29.5
6421,Female,163,68,24
6422,Male,180,85,29
6423,Female,162,64,24
6424,Male,179,87,28.5
6425,Female,161,58,24
6426,Female,148,52,22
6427,Male,183,96,29
6428,Male,166,70,27.5
6429,Female,158,59,23
6430,Female,161,57,24
6431,Female,162,68,24
6432,Male,173,83,28
6433,Female,171,70,25
6434,Male,173,90,28.5
6435,Male,190,96,30
6436,Male,187,98,29.5
6437,Male,159,69,25.5
6438,Female,166,71,25
6439,Male,176,90,28.5
6440,Male,180,94,29
6441,Male,183,96,29
6442,Male,180,93,29
6443,Female,160,66,24
6444,Male,176,97,30
6445,Male,177,87,28.5
6446,Male,167,74,27.5
6447,Male,175,78,29.5
6448,Female,168,64,25.5
6449,Female,154,52,22.5
6450,Male,177,84,28.5
6451,Female,158,55,23
6452,Male,187,95,29.5
6453,Female,154,56,22.5
6454,Male,192,109,30
6455,Female,162,70,24
6456,Male,174,76,27
6457,Male,178,90,28.5
6458,Female,151,46,22
6459,Female,175,78,26
6460,Female,160,57,24
6461,Female,174,82,25.5
6462,Female,163,62,23.5
6463,Male,159,69,26
6464,Female,166,66,24.5
6465,Female,167,67,24.5
6466,Female,154,51,22.5
6467,Female,157,56,23
6468,Female,160,56,24
6469,Male,185,100,29.5
6470,Female,173,78,25.5
6471,Female,173,76,25.5
6472,Male,171,82,28
6473,Female,159,55,23
6474,Male,170,77,28.5
6475,Female,153,44,21.5
6476,Male,186,95,29.5
6477,Male,174,80,28
6478,Female,166,67,24.5
6479,Male,173,93,28.5
6480,Female,173,78,25.5
6481,Male,189,93,29.5
6482,Female,163,74,24
6483,Male,183,92,29
6484,Female,159,60,23
6485,Male,177,82,28.5
6486,Male,173,80,28
6487,Female,164,70,24.5
6488,Male,168,67,27.5
6489,Male,174,82,28
6490,Male,190,103,30
6491,Male,172,87,28
6492,Male,180,96,29
6493,Female,159,64,23
6494,Male,177,90,28.5
6495,Female,153,37,21
6496,Female,160,58,24
6497,Male,172,78,28
6498,Female,151,48,22
6499,Female,160,65,24
6500,Female,163,69,24
6501,Female,165,63,23.5
6502,Male,182,91,29
6503,Male,173,84,28
6504,Female,145,44,21
6505,Male,171,74,28
6506,Male,184,85,28.5
6507,Male,181,88,29
6508,Male,156,72,26
6509,Female,159,62,23
6510,Female,168,70,25
6511,Female,162,64,24
6512,Male,170,81,28
6513,Male,168,70,27.5
6514,Male,171,81,28
6515,Female,155,53,22.5
6516,Male,182,85,29
6517,Female,155,55,22.5
6518,Female,164,64,24
6519,Female,157,55,23
6520,Female,172,63,25.5
6521,Male,185,92,29.5
6522,Male,167,73,27.5
6523,Male,178,87,28.5
6524,Male,165,68,27.5
6525,Male,178,88,28.5
6526,Male,184,100,29.5
6527,Female,159,63,23
6528,Female,148,45,21.5
6529,Female,162,52,24
6530,Male,173,78,28
6531,Male,168,80,27.5
6532,Female,166,62,25
6533,Male,171,80,28
6534,Male,182,91,29
6535,Female,159,54,23
6536,Male,172,80,28
6537,Male,171,75,27.5
6538,Male,174,80,28
6539,Male,184,99,29
6540,Female,163,56,24
6541,Female,162,63,24
6542,Male,172,78,28
6543,Female,162,65,24
6544,Female,161,68,24
6545,Male,171,81,28
6546,Male,159,63,26
6547,Male,170,78,28
6548,Male,171,77,27.5
6549,Male,182,93,29
6550,Male,177,90,28.5
6551,Female,171,62,24
6552,Male,175,79,28.5
6553,Female,152,55,23
6554,Male,173,82,28
6555,Male,175,81,28.5
6556,Female,162,59,24
6557,Female,159,64,23
6558,Female,174,78,25
6559,Male,194,115,30.5
6560,Male,187,94,29.5
6561,Female,167,66,24.5
6562,Male,173,85,28
6563,Male,181,89,29
6564,Female,160,55,24
6565,Female,150,45,22
6566,Female,153,57,22.5
6567,Male,176,94,29
6568,Male,175,83,29.5
6569,Male,181,95,29
6570,Female,159,58,23
6571,Female,163,56,24
6572,Male,179,91,28.5
6573,Male,170,80,28
6574,Male,175,75,29
6575,Male,176,88,28
6576,Female,171,70,25
6577,Male,184,96,29
6578,Female,155,54,22.5
6579,Male,172,79,28
6580,Female,163,60,25
6581,Male,174,79,27
6582,Male,175,83,28.5
6583,Male,186,98,29.5
6584,Female,166,67,24.5
6585,Male,180,88,29
6586,Female,159,48,23
6587,Female,165,68,24.5
6588,Male,174,76,28
6589,Female,156,56,23.5
6590,Male,187,91,29.5
6591,Male,184,98,30
6592,Female,174,77,26
6593,Female,157,60,23
6594,Female,164,71,24.5
6595,Female,166,66,24.5
6596,Female,169,73,25
6597,Female,152,46,22.5
6598,Female,161,67,24
6599,Male,167,81,27.5
6600,Female,165,60,24.5
6601,Male,175,88,28.5
6602,Female,159,57,23
6603,Male,177,88,28.5
6604,Female,163,65,24
6605,Male,168,73,27.5
6606,Male,176,76,29
6607,Male,176,88,28.5
6608,Male,188,98,29.5
6609,Male,177,82,28.5
6610,Male,182,89,29
6611,Male,178,86,28.5
6612,Male,167,63,27.5
6613,Male,170,81,28
6614,Male,182,93,29
6615,Male,164,74,27
6616,Female,161,62,24
6617,Female,157,68,23
6618,Male,185,97,29.5
6619,Female,162,67,24
6620,Male,177,80,28.5
6621,Male,177,83,28.5
6622,Male,175,89,28.5
6623,Male,166,79,27.5
6624,Male,174,87,28
6625,Male,178,93,28.5
6626,Male,176,84,28.5
6627,Male,164,76,27
6628,Female,158,66,24
6629,Female,158,50,23
6630,Female,164,54,24.5
6631,Female,155,51,22
6632,Male,173,80,28
6633,Male,165,85,28
6634,Male,167,79,27.5
6635,Female,164,69,24.5
6636,Male,181,83,29
6637,Male,174,86,28
6638,Male,176,77,28.5
6639,Male,165,62,27.5
6640,Female,154,54,22.5
6641,Female,163,59,24
6642,Male,169,73,27.5
6643,Male,166,76,27.5
6644,Male,175,85,28.5
6645,Female,151,48,22
6646,Female,157,59,23
6647,Male,187,102,29.5
6648,Male,174,80,28
6649,Female,165,72,24
6650,Female,143,44,21
6651,Female,153,49,21.5
6652,Female,162,60,24
6653,Male,183,90,29
6654,Female,157,61,23
6655,Male,169,80,27.5
6656,Female,152,50,22.5
6657,Female,155,47,22
6658,Female,171,78,24.5
6659,Male,172,78,28.5
6660,Female,148,47,22
6661,Male,161,72,27
6662,Female,166,55,24.5
6663,Male,182,90,30
6664,Female,163,65,24
6665,Female,169,64,24.5
6666,Female,155,48,22.5
6667,Female,156,52,23
6668,Male,175,79,28.5
6669,Male,182,97,29
6670,Female,165,68,24.5
6671,Male,164,75,27
6672,Female,158,62,24
6673,Male,172,84,28
6674,Female,154,57,22.5
6675,Female,174,73,26
6676,Male,173,84,28
6677,Female,154,51,22
6678,Female,164,62,24.5
6679,Male,152,51,25
6680,Male,175,89,28.5
6681,Male,163,76,27
6682,Female,163,60,24
6683,Male,181,83,29
6684,Female,178,75,26.5
6685,Female,160,65,24
6686,Female,159,60,23
6687,Male,184,92,29
6688,Male,186,95,29
6689,Female,159,51,23
6690,Male,177,83,28.5
6691,Male,186,91,30
6692,Male,180,87,29
6693,Female,157,55,22
6694,Female,172,68,25.5
6695,Male,177,92,28.5
6696,Male,184,101,29
6697,Male,177,83,29.5
6698,Male,171,81,29
6699,Female,161,63,24
6700,Male,167,80,27.5
6701,Female,151,51,22
6702,Female,167,66,24.5
6703,Female,145,41,21
6704,Male,174,77,28
6705,Male,169,78,27.5
6706,Male,168,72,27.5
6707,Female,169,73,26
6708,Female,161,61,24
6709,Male,181,100,29.5
6710,Male,182,89,29
6711,Male,173,82,28
6712,Female,165,65,24.5
6713,Male,158,67,26
6714,Female,162,61,24
6715,Male,178,93,28.5
6716,Male,176,90,28.5
6717,Female,168,64,25
6718,Male,173,88,28
6719,Female,165,68,23.5
6720,Male,177,86,28.5
6721,Female,153,61,22.5
6722,Female,179,77,27
6723,Male,171,83,28
6724,Female,166,69,24.5
6725,Female,167,59,24.5
6726,Male,168,76,27.5
6727,Male,178,89,28.5
6728,Female,170,72,25
6729,Male,170,92,28.5
6730,Male,177,93,28.5
6731,Female,157,51,23
6732,Female,168,67,25
6733,Male,165,76,27.5
6734,Female,158,57,23
6735,Male,164,76,27
6736,Female,168,62,25
6737,Female,167,65,24.5
6738,Male,170,74,28
6739,Female,166,61,24.5
6740,Female,162,69,24
6741,Female,140,40,20.5
6742,Female,164,72,25
6743,Female,154,51,22.5
6744,Male,171,80,29
6745,Male,179,94,28.5
6746,Male,168,77,27
6747,Male,174,86,28
6748,Male,178,86,28.5
6749,Male,178,89,28.5
6750,Female,167,76,24.5
6751,Male,168,79,27.5
6752,Male,171,80,27
6753,Male,167,75,27.5
6754,Male,167,79,27.5
6755,Female,162,62,24
6756,Male,176,85,29.5
6757,Female,159,56,23
6758,Male,175,87,28.5
6759,Female,160,63,24
6760,Female,169,69,25
6761,Male,174,91,28.5
6762,Male,175,89,28.5
6763,Female,159,57,23
6764,Male,171,75,28
6765,Male,178,88,28.5
6766,Female,162,62,24.5
6767,Female,151,47,22
6768,Male,172,84,28
6769,Female,167,72,24.5
6770,Male,186,98,29.5
6771,Female,152,53,23.5
6772,Female,162,63,24
6773,Female,168,63,25
6774,Female,147,46,21
6775,Male,176,88,28.5
6776,Female,158,59,23
6777,Male,185,92,29.5
6778,Female,160,54,24
6779,Female,169,67,25
6780,Male,175,91,28.5
6781,Female,165,68,24
6782,Male,182,90,29
6783,Male,187,95,29.5
6784,Male,181,95,29
6785,Female,172,77,25.5
6786,Male,176,85,28.5
6787,Female,168,60,25
6788,Male,176,82,28.5
6789,Male,166,81,27.5
6790,Male,176,93,29
6791,Female,146,44,21
6792,Female,174,77,25.5
6793,Male,183,85,29
6794,Male,182,89,29
6795,Male,179,78,28.5
6796,Male,175,79,28
6797,Female,155,52,22.5
6798,Male,166,64,27.5
6799,Male,184,98,29
6800,Male,168,79,27.5
6801,Male,167,72,28
6802,Female,169,74,25
6803,Male,176,82,28.5
6804,Female,158,57,23.5
6805,Female,168,63,25.5
6806,Female,162,57,24
6807,Male,177,88,28.5
6808,Male,172,88,28
6809,Female,159,61,23
6810,Male,170,76,28
6811,Male,169,73,27.5
6812,Male,170,80,28
6813,Male,174,78,28
6814,Female,139,35,20.5
6815,Male,181,92,29
6816,Male,174,84,28
6817,Female,171,68,25
6818,Male,186,101,29.5
6819,Female,151,50,22.5
6820,Female,170,75,25
6821,Female,171,76,24.5
6822,Female,161,66,24
6823,Male,186,98,29.5
6824,Female,150,53,22
6825,Male,190,107,30
6826,Female,161,53,24
6827,Male,175,84,28.5
6828,Female,158,58,23.5
6829,Male,176,80,28.5
6830,Male,177,83,28.5
6831,Male,172,80,28
6832,Male,185,86,29
6833,Male,155,66,26
6834,Male,179,93,28.5
6835,Male,172,76,28
6836,Male,173,86,28
6837,Male,173,77,28
6838,Male,175,91,28.5
6839,Female,155,56,22.5
6840,Female,156,50,23
6841,Male,176,83,28.5
6842,Female,166,62,24
6843,Female,163,66,24
6844,Male,172,73,28
6845,Male,174,94,28.5
6846,Male,165,71,27.5
6847,Female,168,63,25
6848,Female,152,55,22.5
6849,Female,155,64,22.5
6850,Female,157,54,23
6851,Female,156,63,23
6852,Male,168,81,27.5
6853,Male,179,92,28.5
6854,Male,175,83,28.5
6855,Male,187,90,29.5
6856,Male,173,81,28
6857,Female,158,61,23
6858,Male,156,61,26
6859,Female,162,57,24
6860,Male,167,71,27.5
